# INSTANCE: InstancesTDTSP/inst_50_19_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_20p_ti_mirrored.txt
# ALGORITHM: TSP MEDIAN NOOVERLAP RESTART
# NUMBER OF VISITS: 50
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 7200
* 0 26405 -1
* 0.01 25957 -1
* 0.01 25953 -1
* 0.07 25849 -1
* 0.08 25823 -1
* 0.08 25583 -1
* 0.08 24255 -1
* 0.09 24196 -1
* 0.1 24171 -1
* 0.1 24150 -1
* 0.11 24090 -1
* 0.13 24056 -1
* 0.13 24007 -1
* 0.13 23859 -1
* 0.14 23766 -1
* 0.14 23718 -1
* 0.16 23706 -1
* 0.17 23664 -1
* 1.44 23644 -1
* 1.45 23598 -1
* 1.47 23532 -1
* 1.63 23486 -1
* 1.69 23461 -1
* 2.01 23422 -1
* 2.03 23416 -1
* 2.27 23378 -1
* 2.31 23335 -1
* 2.51 23327 -1
* 2.74 23162 -1
* 2.74 23154 -1
* 2.76 23007 -1
* 2.77 23001 -1
* 3.97 22996 -1
* 3.98 22959 -1
* 4.03 22951 -1
* 4.05 22880 -1
* 4.06 22859 -1
* 4.15 22838 -1
* 4.2 22826 -1
* 4.22 22818 -1
* 5.05 22816 -1
* 2054.34 22810 -1
# TSP SOLUTION FOUND
# TSP OPTIMALITY NOT PROVED
# BEST TSP SOLUTION: 22810
# NUMBER OF BRANCHES: 269926364
# END TIME: 7200
## No TDTSP solution found.
