# INSTANCE: InstancesTDTSP/inst_30_9.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_mirrored.txt
# ALGORITHM: CPP_NEXT
# NUMBER OF VISITS: 30
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 3600
* 10.37 17216
* 17.21 17212
* 19.43 17210
* 814.26 17176
* 814.79 17175
* 816.4 17060
* 817.56 17059
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST SOLUTION: 17059
# NUMBER OF BRANCHES: 3307221
# END TIME: 3600.04
## Solution: 
30
30 0
253 401
217 806
86 992
157 1290
149 1529
32 1890
210 2478
213 2806
71 2992
85 3558
221 4120
204 4705
206 4916
68 5629
225 6594
113 7156
108 7888
250 8389
15 9064
111 9248
247 9750
169 10964
242 12295
39 12610
56 13056
33 13620
35 14100
89 15100
201 16420
# BEST TD SOLUTION: 17059
