# INSTANCE: InstancesTDTSP/inst_30_6_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_20p_ti_mirrored.txt
# ALGORITHM: TSP MEDIAN NOOVERLAP RESTART
# NUMBER OF VISITS: 30
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 3600
* 0 16030 -1
* 0.36 15971 -1
* 0.36 15920 -1
* 0.37 15880 -1
* 0.38 15856 -1
* 0.4 15611 -1
* 0.46 15581 -1
* 0.47 15530 -1
* 0.59 15506 -1
* 4.49 15505 -1
* 4.5 15472 -1
* 4.5 15424 -1
* 2130.1 15371 -1
* 2155.39 15364 -1
* 2155.39 15339 -1
* 2155.39 15332 -1
* 2155.42 15288 -1
* 2155.42 15243 -1
* 2155.42 15221 -1
* 2155.42 15209 -1
* 2155.43 15180 -1
* 2155.48 14907 -1
* 2155.48 14889 -1
* 2155.51 14857 -1
* 2155.51 14747 -1
# TSP SOLUTION FOUND
# TSP OPTIMALITY NOT PROVED
# BEST TSP SOLUTION: 14747
# NUMBER OF BRANCHES: 166432351
# END TIME: 3600
## No TDTSP solution found.
