# INSTANCE: InstancesTDTSP/inst_20_12_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_10p_ti_mirrored.txt
# ALGORITHM: CPP_NEXT
# NUMBER OF VISITS: 20
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 3600
* 2.86 17968
* 4.69 17241
* 4.83 16972
* 4.98 16021
* 5.35 15336
* 5.5 15257
* 5.63 15151
* 7.36 15148
* 8.1 14998
* 8.92 14989
* 9.82 14889
* 10.16 14805
* 10.4 14431
* 10.97 14373
* 11.64 14363
* 13.35 14256
* 14.28 14227
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST SOLUTION: 14227
# NUMBER OF BRANCHES: 9519476
# END TIME: 3600.01
## Solution: 
20
195 0
172 401
178 605
75 1353
79 1513
214 1688
210 2171
158 2750
161 3439
46 4404
122 4818
36 5855
96 7630
123 9728
119 10358
244 11034
12 12068
2 12287
15 12741
0 13114
# BEST TD SOLUTION: 14227
