# INSTANCE: InstancesTDTSP/inst_30_5_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_20p_ti_mirrored.txt
# ALGORITHM: CPP_NEXT
# NUMBER OF VISITS: 30
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 3600
* 12.31 16585
* 17.9 16554
* 18.46 16538
* 19.32 16449
* 26.85 16430
* 28.53 16385
* 29.39 16381
* 29.95 16301
* 31.72 16298
* 32.98 16256
* 34.92 16251
* 36.02 16010
* 36.87 15948
* 37.54 15895
* 50.72 15877
* 51.41 15872
* 163.13 15854
* 164.2 15778
* 589.65 15763
* 617.23 15758
* 623.2 15638
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST SOLUTION: 15638
# NUMBER OF BRANCHES: 5403489
# END TIME: 3600.04
## Solution: 
30
214 0
74 329
213 492
149 946
157 1251
24 1702
65 1961
121 2337
229 2621
123 3131
19 3506
248 4376
125 4939
59 5915
86 7303
211 8172
204 8436
209 8743
132 9152
222 9762
68 10077
16 11057
245 12175
129 12647
150 13345
192 13838
178 14414
172 14498
11 14742
173 14966
# BEST TD SOLUTION: 15638
