# INSTANCE: InstancesTDTSP/inst_100_9_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_mirrored.txt
# ALGORITHM: TSP MEDIAN NOOVERLAP RESTART
# NUMBER OF VISITS: 100
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 7200
* 0.02 48276 -1
* 0.03 48128 -1
* 0.04 48036 -1
* 0.06 47687 -1
* 0.07 47642 -1
* 0.12 47587 -1
* 0.14 47542 -1
* 0.23 47470 -1
* 0.36 46967 -1
* 0.37 46897 -1
* 0.37 46891 -1
* 0.38 46876 -1
* 0.39 46820 -1
* 0.4 46716 -1
* 0.42 46699 -1
* 0.44 46677 -1
* 0.48 46654 -1
* 0.51 46620 -1
* 0.51 46618 -1
* 0.53 46580 -1
* 0.57 46555 -1
* 0.57 45204 -1
* 0.59 45151 -1
* 0.6 45145 -1
* 0.61 44870 -1
* 0.68 44799 -1
* 0.73 44787 -1
* 0.83 44541 -1
* 0.93 44498 -1
* 1.03 44492 -1
* 11.98 44486 -1
* 12.95 44405 -1
* 13.13 44399 -1
* 20.33 44374 -1
* 20.34 44040 -1
* 22.03 43971 -1
* 94.09 43881 -1
* 94.23 43867 -1
* 96.26 43857 -1
* 96.42 43851 -1
* 96.44 43843 -1
* 97.6 43708 -1
* 97.61 43690 -1
* 97.64 43689 -1
* 97.79 43678 -1
* 98.51 43660 -1
* 98.68 43646 -1
* 103.58 43586 -1
* 103.59 43574 -1
* 103.65 43439 -1
* 103.67 43409 -1
* 103.68 43364 -1
* 103.69 43350 -1
* 103.73 43344 -1
* 103.73 43342 -1
* 103.74 43338 -1
* 103.91 43326 -1
* 103.95 43273 -1
* 103.98 43171 -1
* 104.06 43162 -1
* 105.52 43100 -1
* 105.52 43003 -1
* 105.52 42972 -1
* 105.54 42955 -1
* 105.54 42653 -1
* 105.57 42268 -1
* 105.59 41728 -1
* 105.6 41637 -1
* 105.62 41615 -1
* 105.63 41433 -1
* 105.64 41413 -1
* 107.77 41319 -1
* 110.95 41199 -1
* 111.5 41130 -1
* 111.53 40937 -1
* 111.53 40918 -1
* 111.54 40890 -1
* 111.8 40661 -1
* 111.88 40643 -1
* 111.89 40604 -1
* 112.14 40595 -1
* 112.82 40590 -1
* 112.87 40584 -1
* 112.91 40580 -1
* 112.91 40556 -1
* 113.12 40365 -1
* 113.13 40337 -1
* 113.16 40330 -1
* 113.17 40302 -1
* 114.19 40300 -1
* 114.23 40273 -1
* 114.28 40264 -1
* 114.29 40209 -1
* 114.31 40203 -1
* 114.32 40164 -1
* 114.34 40159 -1
* 114.39 40135 -1
* 114.53 40131 -1
* 264.96 40128 -1
* 264.97 40127 -1
* 2855.29 40066 -1
* 2861.52 40025 -1
* 2861.52 39986 -1
* 2861.53 39904 -1
* 2861.53 39873 -1
* 2932.4 39869 -1
* 2932.45 39817 -1
* 2933.13 39712 -1
* 2933.15 39708 -1
* 2933.22 39686 -1
* 2933.44 39680 -1
* 2933.68 39671 -1
* 2934.27 39643 -1
* 2934.69 39639 -1
* 2935.02 39590 -1
* 2935.02 39566 -1
* 2935.09 39541 -1
* 2935.09 39518 -1
* 2935.09 39517 -1
* 2935.1 39511 -1
* 2935.16 39436 -1
* 2935.16 39409 -1
* 2935.17 39321 -1
* 2935.36 39301 -1
* 2935.41 39278 -1
* 2935.43 39258 -1
* 3365.59 39239 -1
# TSP SOLUTION FOUND
# TSP OPTIMALITY NOT PROVED
# BEST TSP SOLUTION: 39239
# NUMBER OF BRANCHES: 210203888
# END TIME: 7200.01
## No TDTSP solution found.
