# INSTANCE: InstancesTDTSP/inst_50_14_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_10p_ti_mirrored.txt
# ALGORITHM: TSP MEDIAN NOOVERLAP RESTART
# NUMBER OF VISITS: 50
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 7200
* 0 41155 -1
* 0 32073 -1
* 0.01 28701 -1
* 0.06 28673 -1
* 0.06 28537 -1
* 0.06 28536 -1
* 0.06 28502 -1
* 0.09 28469 -1
* 0.09 28466 -1
* 0.1 28435 -1
* 0.1 28404 -1
* 0.1 28352 -1
* 0.11 28302 -1
* 0.11 28245 -1
* 0.11 28222 -1
* 0.11 28195 -1
* 0.12 28119 -1
* 0.12 28074 -1
* 0.12 28021 -1
* 0.13 27784 -1
* 0.13 27730 -1
* 0.31 27507 -1
* 0.32 27476 -1
* 0.33 27420 -1
* 0.34 27403 -1
* 1.77 27363 -1
* 1.8 27105 -1
* 1.8 26998 -1
* 1.8 26960 -1
* 1.8 26900 -1
* 1.81 26833 -1
* 1.85 26832 -1
* 1.85 26820 -1
* 1.87 26748 -1
* 1.87 26743 -1
* 2.11 26685 -1
* 2.12 26662 -1
* 2.12 26658 -1
* 2.14 26644 -1
* 2.34 26642 -1
* 2.35 26565 -1
* 2.38 26485 -1
* 2.38 26465 -1
* 2.67 26449 -1
* 2.67 26421 -1
* 2.68 26420 -1
* 2.69 26389 -1
* 2.83 26318 -1
* 2.83 26239 -1
* 2.84 26235 -1
* 2.95 26233 -1
* 2.96 26029 -1
* 5.1 26022 -1
* 5.13 25965 -1
* 5.15 25927 -1
* 5.18 25914 -1
* 5.22 25866 -1
* 5.26 25851 -1
* 5.29 25820 -1
* 5.33 25815 -1
* 5.88 25809 -1
* 6.29 25777 -1
* 6.87 25771 -1
* 6.88 25736 -1
* 7.04 25728 -1
* 7.12 25727 -1
* 8.76 25723 -1
* 14.14 25719 -1
* 14.14 25718 -1
* 14.23 25707 -1
* 16.03 25688 -1
* 16.08 25681 -1
# TSP SOLUTION FOUND
# TSP OPTIMALITY NOT PROVED
# BEST TSP SOLUTION: 25681
# NUMBER OF BRANCHES: 282248774
# END TIME: 7200.01
## No TDTSP solution found.
