# INSTANCE: InstancesTDTSP/inst_30_15_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_10p_ti_mirrored.txt
# ALGORITHM: TSP MEDIAN NOOVERLAP RESTART
# NUMBER OF VISITS: 30
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 3600
* 0 18931 -1
* 0 18222 -1
* 0.01 18100 -1
* 0.07 17999 -1
* 0.08 17739 -1
* 0.09 17716 -1
* 0.1 17715 -1
* 0.1 17462 -1
* 0.11 17412 -1
* 0.11 17285 -1
* 0.11 17229 -1
* 0.12 17217 -1
* 0.12 17197 -1
* 0.12 16943 -1
* 0.13 16825 -1
* 0.13 16808 -1
* 0.13 16699 -1
* 0.13 16698 -1
* 0.13 16686 -1
* 0.13 16649 -1
* 0.14 16605 -1
* 0.15 16577 -1
* 4.04 16551 -1
* 4.04 16439 -1
# TSP SOLUTION FOUND
# TSP OPTIMALITY NOT PROVED
# BEST TSP SOLUTION: 16439
# NUMBER OF BRANCHES: 212936502
# END TIME: 3600
## No TDTSP solution found.
