# INSTANCE: InstancesTDTSP/inst_50_2_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_mirrored.txt
# ALGORITHM: TDNOOVERLAP RESTART
# NUMBER OF VISITS: 50
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 7200
# EXTRACTION TIME: 25.09
* 0.03 31455
* 0.05 30162
* 0.06 29374
* 0.08 28702
* 0.2 28632
* 0.24 28595
* 0.37 28560
* 0.53 28126
* 0.54 27933
* 0.56 27840
* 0.61 27822
* 0.62 27804
* 0.64 26977
* 0.66 26929
* 11.16 26764
* 11.18 26698
* 11.18 26551
* 11.21 26523
* 11.22 26486
* 11.25 26455
* 11.26 26187
* 13.19 25934
* 18.32 25864
* 21.41 25855
* 52.02 25766
* 4834.26 25719
* 4834.63 25458
* 4834.75 25454
* 4834.87 25384
* 4834.98 25336
* 4835.08 25306
* 4835.17 25304
* 4835.19 25147
* 4835.42 25128
* 4839.89 25124
* 4840.34 25058
* 4840.41 25036
* 4840.53 24979
* 4840.53 24946
* 4841 24850
* 4841.01 24848
* 4842.87 24824
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST SOLUTION: 24824
# NUMBER OF BRANCHES: 71113629
# END TIME: 7225.09
## Solution: 
50
213 0
71 201
84 560
70 941
82 1336
85 1672
81 1900
75 2242
208 2693
158 3122
166 3518
191 4031
127 4645
39 4924
45 5360
31 5967
217 6428
216 6697
30 6860
119 7138
21 7632
236 7931
22 8370
7 9455
14 9886
113 10415
109 11178
184 12184
180 12616
193 12731
169 13154
173 13645
143 14285
67 15221
226 15645
73 16119
241 16531
200 17335
197 18039
238 18920
104 19506
96 19994
98 20522
199 21009
103 21565
62 22077
55 22390
36 23118
248 23446
140 24074
# BEST TD SOLUTION: 24824
