# INSTANCE: InstancesTDTSP/NewTWinstances/inst_10_13_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_10p_ti_mirrored.txt
# ALGORITHM: CPP_NEXT
# NUMBER OF VISITS: 10
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 7200
* 0.043 8837
* 0.046 8561
* 0.094 8363
* 0.118 8068
* 0.164 7460
* 0.164 7331
* 0.164 7322
# SOLUTION FOUND
# OPTIMALITY PROVED
# BEST SOLUTION: 7322
# NUMBER OF BRANCHES: 13846
# END TIME: 1.266
## Solution: 
10
55 0
57 326
216 940
107 2020
73 3162
204 3469
79 4146
74 4447
77 4683
147 5532
# BEST TD SOLUTION: 7322
