# INSTANCE: InstancesTDTSP/inst_20_13_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_20p_ti_mirrored.txt
# ALGORITHM: TDNOOVERLAP RESTART
# NUMBER OF VISITS: 20
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 3600
# EXTRACTION TIME: 1.73
* 0 13316
* 0 13250
* 0.02 13149
# SOLUTION FOUND
# OPTIMALITY PROVED
# BEST SOLUTION: 13149
# NUMBER OF BRANCHES: 62653
# END TIME: 7.14
## Solution: 
20
79 0
166 384
126 638
43 795
49 1110
151 1477
192 1787
53 2493
34 3068
209 3984
30 5401
23 6129
125 6989
159 7741
184 9729
114 10819
108 10961
2 11432
112 11935
3 12311
# BEST TD SOLUTION: 13149
