# INSTANCE: InstancesTDTSP/inst_50_1_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_10p_ti_mirrored.txt
# ALGORITHM: TSP MEDIAN NOOVERLAP RESTART
# NUMBER OF VISITS: 50
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 7200
* 0.01 24361 -1
* 0.01 24241 -1
* 0.02 23915 -1
* 0.1 23871 -1
* 0.1 23866 -1
* 0.1 23761 -1
* 0.1 23629 -1
* 0.11 23625 -1
* 0.12 23623 -1
* 0.13 23579 -1
* 0.18 23500 -1
* 0.19 23463 -1
* 0.2 23437 -1
* 1.31 23435 -1
* 1.36 23336 -1
* 1.39 22519 -1
* 1.41 22255 -1
* 1.68 22244 -1
* 1.69 22218 -1
* 1.71 22193 -1
* 1.75 22149 -1
* 1.76 22146 -1
* 1.99 22127 -1
# TSP SOLUTION FOUND
# TSP OPTIMALITY NOT PROVED
# BEST TSP SOLUTION: 22127
# NUMBER OF BRANCHES: 229737604
# END TIME: 7200
## No TDTSP solution found.
