# INSTANCE: InstancesTDTSP/inst_20_9.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_20p_ti_mirrored.txt
# ALGORITHM: CPP_NEXT
# NUMBER OF VISITS: 20
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 3600
* 2.71 15026
* 4.63 14993
* 5.68 14776
* 5.88 14725
* 6.31 14705
* 6.49 14646
* 6.65 14581
* 7.02 14567
* 10.54 14481
* 11.74 14180
* 389.24 14094
* 678 13978
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST SOLUTION: 13978
# NUMBER OF BRANCHES: 5447354
# END TIME: 3600.01
## Solution: 
20
34 0
65 432
39 722
49 966
119 1514
218 1879
22 2648
72 3289
70 3883
129 4873
77 5564
171 6474
195 7081
212 7576
5 9085
110 9375
4 10009
137 10659
165 11843
100 12988
# BEST TD SOLUTION: 13978
