# INSTANCE: InstancesTDTSP/inst_20_7_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_mirrored.txt
# ALGORITHM: TDNOOVERLAP RESTART
# NUMBER OF VISITS: 20
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 3600
# EXTRACTION TIME: 1.23
* 0.01 21300
* 0.01 15221
* 0.02 15002
* 0.03 14978
* 0.08 14653
* 0.25 14586
* 1.26 14485
* 1.26 14458
* 1.27 14277
* 1.28 14211
* 1.38 14102
* 1.39 14029
* 1.4 14025
* 3.1 13926
* 8.29 13923
* 40.63 13886
* 42.09 13885
* 42.11 13799
# SOLUTION FOUND
# OPTIMALITY PROVED
# BEST SOLUTION: 13799
# NUMBER OF BRANCHES: 643460
# END TIME: 54.45
## Solution: 
20
88 0
97 439
216 1151
244 1673
140 2646
122 2958
54 3514
158 4099
161 4854
190 5637
111 7407
110 8337
222 9186
209 9981
76 10397
210 10752
181 11230
145 11759
150 12326
156 12771
# BEST TD SOLUTION: 13799
