# INSTANCE: InstancesTDTSP/inst_100_10_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_20p_ti_mirrored.txt
# ALGORITHM: TSP MEDIAN NOOVERLAP RESTART
# NUMBER OF VISITS: 100
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 7200
* 1.41 47777 -1
* 2.82 47550 -1
* 3.52 47021 -1
* 4.24 47005 -1
* 4.28 47002 -1
* 4.3 46866 -1
* 4.32 46599 -1
* 4.32 46438 -1
* 4.33 46434 -1
* 4.33 46420 -1
* 4.37 46253 -1
* 4.37 45515 -1
* 4.38 45470 -1
* 4.39 45461 -1
* 4.4 45396 -1
* 4.4 45342 -1
* 4.4 45312 -1
* 4.41 45072 -1
* 4.41 44986 -1
* 4.43 44964 -1
* 4.44 44881 -1
* 4.47 44762 -1
* 4.51 44342 -1
* 4.55 44182 -1
* 4.55 43971 -1
* 4.55 43888 -1
* 5.57 43748 -1
* 5.63 43741 -1
* 5.65 43724 -1
* 12.96 43709 -1
* 12.97 43700 -1
* 12.99 43643 -1
* 12.99 43581 -1
* 13.01 43574 -1
* 13.12 43573 -1
* 13.22 43453 -1
* 13.35 43394 -1
* 13.44 43363 -1
* 13.61 43351 -1
* 13.67 43329 -1
* 13.75 43297 -1
* 13.75 43289 -1
* 13.96 43284 -1
* 16.16 43238 -1
* 16.34 43204 -1
* 17.38 43174 -1
* 17.39 43149 -1
* 17.4 43132 -1
* 17.46 43098 -1
* 17.52 43061 -1
* 17.82 43017 -1
* 17.83 42999 -1
* 17.84 42961 -1
* 17.89 42946 -1
* 18.13 42932 -1
* 18.18 42897 -1
* 20.12 42882 -1
* 20.12 42842 -1
* 20.16 42741 -1
* 20.17 42677 -1
* 20.17 42559 -1
* 20.18 42552 -1
* 20.42 42540 -1
* 20.85 42490 -1
* 20.87 42423 -1
* 20.88 42421 -1
* 20.95 42414 -1
* 21.27 42392 -1
* 22.34 42361 -1
* 48.07 42347 -1
* 48.13 42330 -1
* 48.18 42325 -1
* 58.34 42291 -1
* 58.47 42278 -1
* 58.96 42235 -1
* 62.05 42194 -1
* 62.09 42187 -1
* 62.24 42130 -1
* 62.27 42057 -1
* 62.4 42044 -1
* 62.49 42038 -1
* 62.5 42035 -1
* 62.71 42026 -1
* 62.85 41984 -1
* 63.19 41975 -1
* 63.38 41945 -1
* 64.87 41933 -1
* 68.26 41920 -1
* 69.01 41898 -1
* 69.04 41897 -1
* 69.11 41895 -1
* 69.33 41827 -1
* 854.34 41818 -1
* 854.5 41816 -1
* 854.52 41810 -1
# TSP SOLUTION FOUND
# TSP OPTIMALITY NOT PROVED
# BEST TSP SOLUTION: 41810
# NUMBER OF BRANCHES: 220424107
# END TIME: 7200.01
## No TDTSP solution found.
