# INSTANCE: InstancesTDTSP/inst_50_11_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_20p_ti_mirrored.txt
# ALGORITHM: TSP MEDIAN NOOVERLAP RESTART
# NUMBER OF VISITS: 50
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 7200
* 0 23915 -1
* 0.02 23741 -1
* 0.07 23725 -1
* 0.33 23635 -1
* 0.36 23449 -1
* 0.37 23412 -1
* 0.6 23378 -1
* 0.6 23361 -1
* 0.6 23261 -1
* 2.06 23255 -1
* 2.06 23131 -1
* 4.12 23037 -1
* 4.71 23036 -1
* 914.44 23025 -1
* 914.46 22985 -1
* 917.61 22975 -1
* 917.63 22968 -1
* 917.68 22928 -1
* 917.68 22873 -1
* 917.71 22731 -1
# TSP SOLUTION FOUND
# TSP OPTIMALITY NOT PROVED
# BEST TSP SOLUTION: 22731
# NUMBER OF BRANCHES: 253305434
# END TIME: 7200
## No TDTSP solution found.
