# INSTANCE: InstancesTDTSP/inst_30_8_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_10p_ti_mirrored.txt
# ALGORITHM: TSP MEDIAN NOOVERLAP RESTART
# NUMBER OF VISITS: 30
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 3600
* 0 25019 -1
* 0 20331 -1
* 0 20293 -1
* 0.01 19100 -1
* 0.01 18811 -1
* 0.01 18337 -1
* 0.02 18327 -1
* 0.03 18173 -1
* 0.04 18008 -1
* 0.04 17974 -1
* 0.04 17835 -1
* 0.04 17816 -1
* 0.05 17776 -1
* 0.05 17694 -1
* 0.85 17652 -1
* 0.86 17565 -1
* 0.87 17525 -1
* 0.87 17519 -1
* 0.98 17500 -1
* 1.01 17463 -1
* 2.56 16981 -1
* 2.57 16977 -1
* 2.57 16909 -1
* 2.58 16810 -1
# TSP SOLUTION FOUND
# TSP OPTIMALITY PROVED
# BEST TSP SOLUTION: 16810
# NUMBER OF BRANCHES: 61710787
# END TIME: 1667.88
## No TDTSP solution found.
