# INSTANCE: InstancesTDTSP/inst_20_10.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_10p_ti_mirrored.txt
# ALGORITHM: CPP_NEXT
# NUMBER OF VISITS: 20
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 3600
* 3.57 14519
* 6.04 14496
* 6.36 14317
* 6.78 14294
* 3287.61 14291
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST SOLUTION: 14291
# NUMBER OF BRANCHES: 5625134
# END TIME: 3600.01
## Solution: 
20
60 0
231 454
123 775
23 1138
48 1452
55 1763
135 2058
134 2938
105 3171
89 3799
91 4327
100 5539
50 6684
228 7488
142 8715
153 9379
182 10359
4 11539
196 12952
216 13740
# BEST TD SOLUTION: 14291
