# INSTANCE: InstancesTDTSP/inst_50_9_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_10p_ti_mirrored.txt
# ALGORITHM: TSP MEDIAN NOOVERLAP RESTART
# NUMBER OF VISITS: 50
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 7200
* 0 34671 -1
* 0.01 29070 -1
* 0.01 28579 -1
* 0.02 28074 -1
* 0.03 27528 -1
* 0.04 27510 -1
* 0.06 27455 -1
* 0.06 27407 -1
* 0.06 27134 -1
* 0.06 26895 -1
* 0.06 26844 -1
* 0.07 26699 -1
* 0.08 26371 -1
* 0.08 26151 -1
* 0.08 25620 -1
* 0.08 25336 -1
* 0.1 25320 -1
* 0.1 25316 -1
* 0.1 25227 -1
* 0.1 25139 -1
* 0.11 25127 -1
* 0.11 25116 -1
* 0.13 25076 -1
* 0.14 24984 -1
* 0.16 24547 -1
* 0.17 24278 -1
* 0.17 24243 -1
* 0.18 24151 -1
* 0.34 23936 -1
* 0.35 23891 -1
* 0.38 23862 -1
* 0.38 23824 -1
* 2.05 23730 -1
* 2.08 23648 -1
* 2.11 23616 -1
* 2.15 23570 -1
* 2.17 23541 -1
* 2.17 23414 -1
* 2.19 23322 -1
* 2.22 23317 -1
* 2.25 23299 -1
* 2.25 22856 -1
* 2.28 22758 -1
* 2.41 22736 -1
* 2.62 22721 -1
* 3.43 22347 -1
* 3.5 22269 -1
* 4.63 22232 -1
# TSP SOLUTION FOUND
# TSP OPTIMALITY NOT PROVED
# BEST TSP SOLUTION: 22232
# NUMBER OF BRANCHES: 258500545
# END TIME: 7200
## No TDTSP solution found.
