# INSTANCE: InstancesTDTSP/inst_30_14_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_20p_ti_mirrored.txt
# ALGORITHM: TSP MEDIAN NOOVERLAP RESTART
# NUMBER OF VISITS: 30
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 3600
* 0 19886 -1
* 0 18932 -1
* 0 18708 -1
* 0.01 17909 -1
* 0.02 17353 -1
* 0.05 17313 -1
* 0.06 16998 -1
* 0.07 16987 -1
* 0.08 16943 -1
* 0.09 16934 -1
* 0.09 16921 -1
* 0.1 16918 -1
* 0.51 16897 -1
* 0.52 16890 -1
* 0.52 16883 -1
* 0.53 16880 -1
* 0.53 16825 -1
* 0.55 16816 -1
* 0.55 16387 -1
* 0.58 16279 -1
* 0.97 16275 -1
* 1.34 16269 -1
* 1.4 16204 -1
* 1.41 16108 -1
* 1.41 16087 -1
* 1.41 15992 -1
# TSP SOLUTION FOUND
# TSP OPTIMALITY NOT PROVED
# BEST TSP SOLUTION: 15992
# NUMBER OF BRANCHES: 146845154
# END TIME: 3600
## No TDTSP solution found.
