# INSTANCE: InstancesTDTSP/inst_50_10_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_20p_ti_mirrored.txt
# ALGORITHM: TSP MEDIAN NOOVERLAP RESTART
# NUMBER OF VISITS: 50
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 7200
* 0 29895 -1
* 0.01 28447 -1
* 0.06 28410 -1
* 0.07 28205 -1
* 0.07 28193 -1
* 0.07 27998 -1
* 0.08 27835 -1
* 0.08 27566 -1
* 0.08 27542 -1
* 0.09 27524 -1
* 0.09 27296 -1
* 0.09 26039 -1
* 0.1 25388 -1
* 0.1 24870 -1
* 0.1 24847 -1
* 0.11 24500 -1
* 0.11 24406 -1
* 0.12 24238 -1
* 0.12 24231 -1
* 0.14 23922 -1
* 0.14 23904 -1
* 0.15 23813 -1
* 0.15 23351 -1
* 0.16 23349 -1
* 0.16 23236 -1
* 0.17 23231 -1
* 0.17 23104 -1
* 0.17 23031 -1
* 0.2 23007 -1
* 0.2 22972 -1
* 0.22 22947 -1
* 0.23 22933 -1
* 0.25 22917 -1
* 0.25 22749 -1
* 2.39 22702 -1
* 2.39 22699 -1
* 2.41 22645 -1
* 2.42 22610 -1
* 10.06 22607 -1
* 10.07 22599 -1
* 10.09 22581 -1
* 10.11 22580 -1
* 10.15 22539 -1
* 10.18 22538 -1
* 10.19 22520 -1
* 10.24 22501 -1
* 10.26 22449 -1
* 10.28 22354 -1
* 10.31 22336 -1
* 10.4 22301 -1
* 11.03 22123 -1
* 11.03 22019 -1
* 11.06 21943 -1
* 11.08 21925 -1
* 11.18 21924 -1
# TSP SOLUTION FOUND
# TSP OPTIMALITY NOT PROVED
# BEST TSP SOLUTION: 21924
# NUMBER OF BRANCHES: 257344543
# END TIME: 7200
## No TDTSP solution found.
