# INSTANCE: InstancesTDTSP/inst_30_12_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_20p_ti_mirrored.txt
# ALGORITHM: TSP MEDIAN NOOVERLAP RESTART
# NUMBER OF VISITS: 30
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 3600
* 0 16911 -1
* 21.26 16799 -1
* 21.27 16762 -1
* 21.28 16761 -1
* 21.29 16690 -1
* 21.29 16570 -1
* 21.3 16444 -1
* 21.36 16426 -1
* 21.37 16399 -1
* 21.42 16376 -1
* 21.51 16373 -1
* 21.51 16352 -1
* 21.78 16297 -1
* 22.75 16280 -1
* 22.8 16254 -1
* 22.87 16243 -1
# TSP SOLUTION FOUND
# TSP OPTIMALITY NOT PROVED
# BEST TSP SOLUTION: 16243
# NUMBER OF BRANCHES: 165516197
# END TIME: 3600
## No TDTSP solution found.
