# INSTANCE: InstancesTDTSP/inst_10_13.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_20p_ti_mirrored.txt
# ALGORITHM: CPP_NEXT
# NUMBER OF VISITS: 10
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 7200
* 0.046 8927
* 0.046 8530
* 0.093 8280
* 0.171 7990
* 0.171 7815
* 0.546 7504
* 0.546 7368
* 3.354 7254
* 3.354 7086
# SOLUTION FOUND
# OPTIMALITY PROVED
# BEST SOLUTION: 7086
# NUMBER OF BRANCHES: 73934
# END TIME: 6.739
## Solution: 
10
55 0
216 678
107 1663
73 2428
204 2741
79 3431
74 3741
77 3985
147 4884
57 6621
# BEST TD SOLUTION: 7086
