# INSTANCE: InstancesTDTSP/NewTWinstances/inst_10_7_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_10p_ti_mirrored.txt
# ALGORITHM: TDNOOVERLAP RESTART
# NUMBER OF VISITS: 10
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 3600
# EXTRACTION TIME: 0.103
* 0 8509
* 0.001 8381
* 0.001 7968
* 0.001 7877
* 0.002 7867
* 0.002 7822
* 0.003 7769
# SOLUTION FOUND
# OPTIMALITY PROVED
# BEST SOLUTION: 7769
# NUMBER OF BRANCHES: 1856
# END TIME: 0.126
## Solution: 
10
222 0
226 277
221 750
194 1400
162 2340
219 3540
55 4479
40 5630
71 6534
69 7048
# BEST TD SOLUTION: 7769
