# INSTANCE: InstancesTDTSP/inst_20_20_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_10p_ti_mirrored.txt
# ALGORITHM: TSP MEDIAN NOOVERLAP RESTART
# NUMBER OF VISITS: 20
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 3600
* 0 13411 -1
* 0 12592 -1
* 0.49 12477 -1
* 0.49 12371 -1
* 0.49 12362 -1
* 0.5 12340 -1
* 0.5 12332 -1
* 0.5 12304 -1
* 0.51 12264 -1
* 0.51 12219 -1
* 0.77 11903 -1
# TSP SOLUTION FOUND
# TSP OPTIMALITY PROVED
# BEST TSP SOLUTION: 11903
# NUMBER OF BRANCHES: 536390
# END TIME: 11.68
## No TDTSP solution found.
