# INSTANCE: InstancesTDTSP/inst_30_11_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_20p_ti_mirrored.txt
# ALGORITHM: TSP MEDIAN NOOVERLAP RESTART
# NUMBER OF VISITS: 30
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 3600
* 0 18098 -1
* 0.01 17138 -1
* 0.05 17108 -1
* 0.11 17099 -1
* 0.12 17058 -1
* 0.12 16575 -1
* 0.12 16570 -1
* 0.13 15873 -1
* 0.13 15443 -1
* 0.15 15419 -1
* 0.15 15411 -1
* 0.47 15407 -1
* 1.32 15396 -1
* 1.34 15345 -1
* 1.34 15265 -1
* 1.35 15078 -1
* 1.37 15066 -1
* 1.37 15010 -1
* 1.37 14986 -1
# TSP SOLUTION FOUND
# TSP OPTIMALITY NOT PROVED
# BEST TSP SOLUTION: 14986
# NUMBER OF BRANCHES: 140136700
# END TIME: 3600
## No TDTSP solution found.
