# INSTANCE: InstancesTDTSP/inst_50_12_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_20p_ti_mirrored.txt
# ALGORITHM: TSP MEDIAN NOOVERLAP RESTART
# NUMBER OF VISITS: 50
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 7200
* 0.01 27235 -1
* 0.09 27203 -1
* 0.1 27189 -1
* 0.11 27113 -1
* 0.12 27087 -1
* 0.34 27040 -1
* 0.35 26988 -1
* 1.62 26863 -1
* 2.57 26493 -1
* 3.04 26142 -1
* 3.08 26127 -1
* 3.09 26017 -1
* 3.09 26004 -1
* 3.09 25226 -1
* 3.1 25189 -1
* 8.98 25146 -1
* 8.99 25113 -1
* 9 25047 -1
* 9.01 25019 -1
* 9.06 24968 -1
* 9.07 24929 -1
* 9.11 24914 -1
* 9.11 24778 -1
* 9.78 24764 -1
* 10.32 24736 -1
* 10.9 24708 -1
* 10.96 24693 -1
* 11.1 24688 -1
* 11.28 24675 -1
* 11.29 24660 -1
* 11.34 24649 -1
* 12.79 24626 -1
* 12.81 24593 -1
* 12.86 24545 -1
* 12.99 24512 -1
* 13.79 24485 -1
* 13.84 24477 -1
* 14.42 24467 -1
* 18.77 24458 -1
* 366.38 24383 -1
* 366.39 24339 -1
* 366.4 24194 -1
* 366.4 24095 -1
* 366.4 24078 -1
* 366.43 24069 -1
# TSP SOLUTION FOUND
# TSP OPTIMALITY NOT PROVED
# BEST TSP SOLUTION: 24069
# NUMBER OF BRANCHES: 314179967
# END TIME: 7200
## No TDTSP solution found.
