# INSTANCE: InstancesTDTSP/inst_50_13_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_20p_ti_mirrored.txt
# ALGORITHM: TSP MEDIAN NOOVERLAP RESTART
# NUMBER OF VISITS: 50
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 7200
* 0 24469 -1
* 0 24443 -1
* 0.04 24360 -1
* 0.04 24358 -1
* 0.04 24342 -1
* 0.05 24291 -1
* 0.05 24256 -1
* 0.23 23826 -1
* 0.24 23595 -1
* 0.25 23529 -1
* 0.26 23476 -1
* 0.26 23239 -1
* 0.28 23152 -1
* 0.28 23112 -1
* 0.29 23055 -1
* 0.32 23053 -1
* 0.34 22974 -1
* 0.36 22972 -1
* 0.36 22929 -1
* 0.36 22923 -1
* 0.37 22840 -1
* 0.38 22780 -1
* 0.38 22778 -1
* 0.38 22772 -1
* 199.17 22763 -1
* 199.18 22749 -1
* 199.27 22747 -1
* 199.36 22740 -1
* 199.37 22720 -1
* 199.79 22693 -1
* 199.9 22691 -1
* 200.02 22659 -1
* 200.13 22651 -1
* 200.19 22649 -1
* 200.81 22638 -1
* 200.89 22620 -1
* 204.2 22612 -1
* 204.38 22585 -1
# TSP SOLUTION FOUND
# TSP OPTIMALITY NOT PROVED
# BEST TSP SOLUTION: 22585
# NUMBER OF BRANCHES: 228850914
# END TIME: 7200
## No TDTSP solution found.
