# INSTANCE: InstancesTDTSP/inst_30_1_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_10p_ti_mirrored.txt
# ALGORITHM: TSP MEDIAN NOOVERLAP RESTART
# NUMBER OF VISITS: 30
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 3600
* 0 18210 -1
* 0 18158 -1
* 0.02 18119 -1
* 0.02 18114 -1
* 0.03 17889 -1
* 0.03 17829 -1
* 0.03 17811 -1
* 0.03 17381 -1
* 0.04 17320 -1
* 0.04 17272 -1
* 0.04 17197 -1
* 0.05 17142 -1
* 0.05 17015 -1
* 0.06 16958 -1
* 0.52 16846 -1
* 0.58 16792 -1
* 0.58 16781 -1
* 1.18 16767 -1
* 1.18 16672 -1
* 1.19 16637 -1
* 1.19 16475 -1
* 338.67 16456 -1
* 338.68 16371 -1
* 342.17 16317 -1
* 342.42 16261 -1
* 342.44 16244 -1
* 342.58 16233 -1
# TSP SOLUTION FOUND
# TSP OPTIMALITY NOT PROVED
# BEST TSP SOLUTION: 16233
# NUMBER OF BRANCHES: 128465947
# END TIME: 3600
## No TDTSP solution found.
