# INSTANCE: InstancesTDTSP/inst_30_7_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_20p_ti_mirrored.txt
# ALGORITHM: TSP MEDIAN NOOVERLAP RESTART
# NUMBER OF VISITS: 30
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 3600
* 0.01 16485 -1
* 0.02 16325 -1
* 0.05 15948 -1
* 0.24 15833 -1
* 0.25 15802 -1
* 0.27 15757 -1
* 0.27 15742 -1
* 0.29 15678 -1
* 0.29 15629 -1
* 0.3 15524 -1
* 0.3 15523 -1
* 0.3 15447 -1
* 0.3 15440 -1
* 0.31 15325 -1
* 0.31 15303 -1
* 0.32 15269 -1
* 0.33 15254 -1
* 0.33 15184 -1
* 0.33 15180 -1
* 1272.81 15172 -1
* 1323.51 15169 -1
* 1324.51 15156 -1
* 1324.52 15140 -1
* 2717.78 15130 -1
* 2719.15 15109 -1
# TSP SOLUTION FOUND
# TSP OPTIMALITY NOT PROVED
# BEST TSP SOLUTION: 15109
# NUMBER OF BRANCHES: 150961083
# END TIME: 3600
## No TDTSP solution found.
