# INSTANCE: InstancesTDTSP/inst_50_10.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_20p_ti_mirrored.txt
# ALGORITHM: TDNOOVERLAP RESTART
# NUMBER OF VISITS: 50
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 7200
# EXTRACTION TIME: 30.72
* 0.01 22946
* 0.06 22761
* 0.58 22523
* 0.61 22382
* 7.52 22352
* 8.89 22305
* 8.94 22202
* 15.16 22061
* 15.61 21998
* 18.94 21967
* 3004.17 21946
* 3004.48 21930
* 3102.19 21928
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST SOLUTION: 21928
# NUMBER OF BRANCHES: 43925377
# END TIME: 7230.72
## Solution: 
50
93 0
216 425
22 659
31 1079
19 1502
58 1919
34 2341
54 2640
65 3072
191 3574
37 4093
152 4704
230 5426
248 6466
228 7075
35 7738
62 8631
48 9052
57 9405
88 10104
105 10718
91 11447
197 12351
198 12886
236 13336
237 13460
241 14070
132 14168
209 14450
202 14716
221 14989
225 15397
113 15885
7 16118
5 16307
110 16490
6 16693
1 16922
0 17511
106 17925
177 18280
176 18888
171 19085
11 19415
213 19896
168 19990
84 20374
78 20623
210 20830
81 21048
# BEST TD SOLUTION: 21928
