# INSTANCE: InstancesTDTSP/inst_30_14.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_mirrored.txt
# ALGORITHM: TDNOOVERLAP RESTART
# NUMBER OF VISITS: 30
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 3600
# EXTRACTION TIME: 4.59
* 0.01 19720
* 0.03 19710
* 0.13 19704
* 0.71 19685
* 0.75 19636
* 1.09 19605
* 1.11 19526
* 1.18 19366
* 1.18 19340
* 1.26 19333
* 1.27 19329
* 1.29 19328
* 1.3 19302
* 3.09 19170
* 3.13 19167
* 3.13 19047
* 3.19 19020
* 3.2 18990
* 3.21 18946
* 3.22 18878
* 4.44 18852
* 4.64 18767
* 4.65 18706
* 4.65 18601
* 4.72 18595
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST SOLUTION: 18595
# NUMBER OF BRANCHES: 47130769
# END TIME: 3604.59
## Solution: 
30
62 0
48 436
60 753
142 1383
160 1602
46 2236
32 2635
166 2792
157 3293
80 3676
70 4182
206 4730
240 5289
5 6522
239 7234
109 8206
174 9587
145 10134
130 10666
207 11601
249 12502
198 13052
196 13306
197 13857
25 14652
120 15173
220 15523
90 16034
96 16932
228 18054
# BEST TD SOLUTION: 18595
