# INSTANCE: InstancesTDTSP/inst_100_15_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_20p_ti_mirrored.txt
# ALGORITHM: TSP MEDIAN NOOVERLAP RESTART
# NUMBER OF VISITS: 100
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 7200
* 0.19 45584 -1
* 0.3 45148 -1
* 1 45125 -1
* 1.01 45074 -1
* 1.02 44945 -1
* 1.03 44930 -1
* 1.08 44827 -1
* 1.09 44535 -1
* 1.1 44440 -1
* 1.13 44392 -1
* 1.13 44359 -1
* 1.18 44354 -1
* 1.18 44141 -1
* 1.19 44061 -1
* 1.32 43916 -1
* 1.33 43915 -1
* 9.68 43553 -1
* 10.19 43188 -1
* 10.22 43133 -1
* 10.22 43085 -1
* 10.23 43049 -1
* 10.24 42962 -1
* 10.25 42903 -1
* 10.25 42891 -1
* 10.25 42886 -1
* 10.25 42882 -1
* 10.26 42841 -1
* 10.26 42831 -1
* 10.27 42829 -1
* 10.27 42710 -1
* 10.27 42622 -1
* 10.28 42596 -1
* 10.3 42592 -1
* 10.32 42583 -1
* 10.32 42514 -1
* 10.32 42392 -1
* 10.35 42372 -1
* 10.45 42309 -1
* 10.45 42298 -1
* 10.46 42276 -1
* 10.47 42270 -1
* 10.48 42267 -1
* 10.51 42253 -1
* 10.52 42238 -1
* 10.54 42207 -1
* 10.54 42125 -1
* 10.62 42045 -1
* 10.62 42033 -1
* 10.63 42029 -1
* 10.64 41998 -1
* 10.64 41935 -1
* 10.69 41927 -1
* 10.76 41897 -1
* 12.11 41872 -1
* 12.12 41835 -1
* 12.12 41830 -1
* 12.13 41786 -1
* 12.14 41756 -1
* 12.16 41751 -1
* 12.34 41715 -1
* 12.35 41704 -1
* 12.36 41701 -1
* 12.37 41685 -1
* 12.51 41679 -1
* 12.52 41660 -1
* 12.78 41658 -1
* 12.85 41536 -1
* 12.88 41482 -1
* 13.18 41479 -1
* 13.19 41408 -1
* 13.3 41241 -1
* 14.84 41221 -1
* 16 41202 -1
* 16.82 41183 -1
* 18.38 41176 -1
* 18.87 41156 -1
# TSP SOLUTION FOUND
# TSP OPTIMALITY NOT PROVED
# BEST TSP SOLUTION: 41156
# NUMBER OF BRANCHES: 184440788
# END TIME: 7200.01
## No TDTSP solution found.
