# INSTANCE: InstancesTDTSP/inst_50_3.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_10p_ti_mirrored.txt
# ALGORITHM: TDNOOVERLAP RESTART
# NUMBER OF VISITS: 50
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 7200
# EXTRACTION TIME: 25.53
* 0.01 24027
* 0.4 23954
* 8.51 23786
* 8.53 23773
* 8.66 23708
* 9.5 23619
* 9.52 23548
* 9.81 23530
* 10.05 23355
* 13.03 23267
* 13.04 23243
* 13.27 23174
* 13.42 23117
* 14.77 23021
* 14.84 22953
* 16.6 22903
* 16.71 22886
* 17.12 22828
* 18.45 22772
* 18.7 22660
* 19.46 22612
* 22.34 22586
* 22.39 22476
* 23.15 22432
* 24.02 22353
* 24.04 22313
* 24.23 22293
* 24.34 22285
* 24.89 22233
* 25.48 22196
* 25.5 22143
* 25.51 22135
* 26.92 22097
* 29.38 22013
* 29.44 21993
* 34.97 21939
* 210.86 21929
* 211.66 21878
* 211.89 21868
* 213.43 21832
* 215.06 21777
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST SOLUTION: 21777
# NUMBER OF BRANCHES: 50578464
# END TIME: 7225.53
## Solution: 
50
13 0
16 354
107 671
137 1078
138 1406
139 1824
68 2603
241 3108
211 3721
73 4085
202 4515
82 4822
210 5204
79 5389
189 5978
154 6423
65 7155
127 7697
231 7997
56 8512
36 8923
135 9446
125 9958
35 10655
199 11466
96 12051
105 12625
238 13055
102 13465
93 13774
26 14405
246 14788
244 14971
237 15083
215 15494
217 15808
31 16048
120 16178
46 16522
141 16884
142 17021
190 17880
11 18490
180 18801
176 19015
181 19287
183 19685
225 20069
194 20535
0 21271
# BEST TD SOLUTION: 21777
