# INSTANCE: InstancesTDTSP/inst_50_6_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_10p_ti_mirrored.txt
# ALGORITHM: TSP MEDIAN NOOVERLAP RESTART
# NUMBER OF VISITS: 50
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 7200
* 0.01 28482 -1
* 0.01 24759 -1
* 0.01 24701 -1
* 0.01 24564 -1
* 0.02 24405 -1
* 0.08 24344 -1
* 0.08 24164 -1
* 0.09 23726 -1
* 0.12 23668 -1
* 0.12 23649 -1
* 0.14 23588 -1
* 0.15 23447 -1
* 0.16 23405 -1
* 0.16 23257 -1
* 0.32 23246 -1
* 1.39 23212 -1
* 1.41 23074 -1
* 1.43 22941 -1
* 1.59 22873 -1
* 1.59 22810 -1
* 1.65 22701 -1
* 1.85 22697 -1
* 1.95 22679 -1
* 2.68 22655 -1
* 3.19 22430 -1
* 3.69 22396 -1
* 3.72 22371 -1
* 4.15 22354 -1
* 4.22 22305 -1
* 50.49 22270 -1
* 50.67 22188 -1
* 50.85 22163 -1
* 50.89 22117 -1
* 61.73 22113 -1
* 61.74 22112 -1
* 62.38 22088 -1
* 62.46 22081 -1
* 158.78 22067 -1
* 158.79 21999 -1
* 159.28 21980 -1
* 159.36 21944 -1
# TSP SOLUTION FOUND
# TSP OPTIMALITY NOT PROVED
# BEST TSP SOLUTION: 21944
# NUMBER OF BRANCHES: 225063535
# END TIME: 7200
## No TDTSP solution found.
