# INSTANCE: InstancesTDTSP/inst_100_9_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_20p_ti_mirrored.txt
# ALGORITHM: TSP MEDIAN NOOVERLAP RESTART
# NUMBER OF VISITS: 100
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 7200
* 2.79 43950 -1
* 4.42 43949 -1
* 4.42 43920 -1
* 4.46 43833 -1
* 4.5 43823 -1
* 4.5 43774 -1
* 4.52 43714 -1
* 4.55 42491 -1
* 4.57 42451 -1
* 5.57 42286 -1
* 5.61 42256 -1
* 5.63 42226 -1
* 5.63 42138 -1
* 5.64 42116 -1
* 5.65 42109 -1
* 5.69 42091 -1
* 5.74 42063 -1
* 5.78 41961 -1
* 5.8 41929 -1
* 6.05 41898 -1
* 6.06 41889 -1
* 6.08 41747 -1
* 6.21 41703 -1
* 6.22 41576 -1
* 6.24 41567 -1
* 6.33 41497 -1
* 6.48 41417 -1
* 6.5 41374 -1
* 6.51 41300 -1
* 6.65 41053 -1
* 6.71 41009 -1
* 6.9 40972 -1
* 7.17 40954 -1
* 7.25 40934 -1
* 7.32 40884 -1
* 7.41 40883 -1
* 7.44 40849 -1
* 7.48 40817 -1
* 7.5 40807 -1
* 7.53 40800 -1
* 7.63 40792 -1
* 7.71 40754 -1
* 7.76 40643 -1
* 15.28 40618 -1
* 15.64 40609 -1
* 15.66 40585 -1
* 15.87 40565 -1
* 16.19 40555 -1
* 16.42 40538 -1
* 16.47 40520 -1
* 17.87 40493 -1
* 17.88 40412 -1
* 18.09 40407 -1
* 18.14 40373 -1
* 18.25 40363 -1
* 18.78 40355 -1
* 18.83 40349 -1
* 18.84 40308 -1
* 19.72 40283 -1
* 21.4 40262 -1
* 21.46 40229 -1
* 21.53 40214 -1
* 21.53 40207 -1
* 24.28 40177 -1
* 30.75 40169 -1
* 37.16 40141 -1
* 37.2 40114 -1
* 37.38 40093 -1
* 39.39 39940 -1
* 39.92 39871 -1
* 40.13 39839 -1
* 40.19 39838 -1
* 40.67 39825 -1
* 40.98 39824 -1
* 41.22 39820 -1
* 42.02 39797 -1
* 43.89 39780 -1
* 44.05 39713 -1
* 44.16 39677 -1
* 44.72 39615 -1
* 52.22 39429 -1
* 52.44 39341 -1
* 52.48 39337 -1
* 52.88 39299 -1
* 53.01 39211 -1
* 53.03 39202 -1
* 53.24 39189 -1
* 86.38 39118 -1
* 86.58 39109 -1
* 93.33 39065 -1
* 93.35 39052 -1
* 93.4 38992 -1
* 93.4 38975 -1
* 102.05 38962 -1
* 103.96 38899 -1
* 106.5 38862 -1
* 107.79 38844 -1
* 119.13 38834 -1
* 124.83 38833 -1
* 125.81 38831 -1
* 125.88 38828 -1
* 173.37 38762 -1
* 173.79 38760 -1
* 174.43 38713 -1
* 177.83 38450 -1
* 178.02 38423 -1
* 178.24 38400 -1
* 178.34 38386 -1
* 178.37 38362 -1
* 178.46 38358 -1
* 178.8 38340 -1
* 178.82 38331 -1
* 179.99 38207 -1
* 180.01 38073 -1
* 180.18 38020 -1
* 183.44 38011 -1
* 187.32 38001 -1
* 189.2 37998 -1
* 235.58 37957 -1
* 277.61 37756 -1
* 277.9 37697 -1
* 279.25 37674 -1
* 279.79 37661 -1
* 284.88 37617 -1
* 285.13 37606 -1
* 308.74 37574 -1
# TSP SOLUTION FOUND
# TSP OPTIMALITY NOT PROVED
# BEST TSP SOLUTION: 37574
# NUMBER OF BRANCHES: 175078553
# END TIME: 7200.01
## No TDTSP solution found.
