# INSTANCE: InstancesTDTSP/inst_50_3_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_20p_ti_mirrored.txt
# ALGORITHM: TSP MEDIAN NOOVERLAP RESTART
# NUMBER OF VISITS: 50
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 7200
* 0 23902 -1
* 0.01 23734 -1
* 0.01 23699 -1
* 0.08 23679 -1
* 0.08 23625 -1
* 0.09 23571 -1
* 0.1 23472 -1
* 0.12 23381 -1
* 0.12 23258 -1
* 0.13 23089 -1
* 0.13 22180 -1
* 0.14 22150 -1
* 0.14 22057 -1
* 0.14 21992 -1
* 0.15 21635 -1
* 0.17 21430 -1
* 0.18 21416 -1
* 0.2 21347 -1
* 0.22 21346 -1
* 0.24 21330 -1
* 0.24 21264 -1
* 63.66 21233 -1
* 63.67 21160 -1
* 63.68 21133 -1
* 63.7 21110 -1
* 63.7 21047 -1
* 63.73 20920 -1
* 63.75 20919 -1
* 63.76 20819 -1
* 64.37 20807 -1
# TSP SOLUTION FOUND
# TSP OPTIMALITY NOT PROVED
# BEST TSP SOLUTION: 20807
# NUMBER OF BRANCHES: 141229176
# END TIME: 7200
## No TDTSP solution found.
