Field|NAMES,ModelName,InstanceName,Parameters,TimeLimit,CostLimit
Field|KEYS,1,1,1,0,0

MultiStageHybridFlowShop,20-jobs/2010HA1.dat,,1000,-1
MultiStageHybridFlowShop,20-jobs/2010HA3.dat,,1000,-1
MultiStageHybridFlowShop,20-jobs/2010HA4.dat,,1000,-1
MultiStageHybridFlowShop,20-jobs/2010HA7.dat,,1000,-1
MultiStageHybridFlowShop,20-jobs/2010HA10.dat,,1000,-1
MultiStageHybridFlowShop,20-jobs/2010HB2.dat,,1000,-1
MultiStageHybridFlowShop,20-jobs/2010HB4.dat,,1000,-1
MultiStageHybridFlowShop,20-jobs/2010HB6.dat,,1000,-1
MultiStageHybridFlowShop,20-jobs/2010HB8.dat,,1000,-1
MultiStageHybridFlowShop,20-jobs/2010HB10.dat,,1000,-1

MultiStageHybridFlowShop,50-jobs/5010HA4.dat,,1200,-1
MultiStageHybridFlowShop,50-jobs/5010HA5.dat,,1200,-1
MultiStageHybridFlowShop,50-jobs/5010HA9.dat,,1200,-1
MultiStageHybridFlowShop,50-jobs/5010HB1.dat,,1200,-1
MultiStageHybridFlowShop,50-jobs/5010HB5.dat,,1200,-1

MultiStageHybridFlowShop,100-jobs/H10HA1.dat,,1800,-1
MultiStageHybridFlowShop,100-jobs/H10HA3.dat,,1800,-1
MultiStageHybridFlowShop,100-jobs/H10HB5.dat,,1800,-1
MultiStageHybridFlowShop,100-jobs/H10HB8.dat,,1800,-1
MultiStageHybridFlowShop,100-jobs/H10HB9.dat,,1800,-1
