100 0
227 210 0
239 230 0
154 292 0
73 268 0
106 94 0
96 204 0
229 276 0
152 209 0
89 170 0
92 284 0
183 224 0
41 264 0
254 165 0
54 160 0
169 105 0
199 190 0
117 163 0
165 295 0
57 130 0
56 264 0
208 279 0
86 168 0
174 103 0
175 147 0
172 230 0
247 134 0
210 62 0
150 238 0
137 281 0
233 244 0
147 92 0
108 134 0
45 179 0
149 267 0
188 219 0
135 258 0
123 228 0
177 281 0
87 139 0
1 97 0
18 189 0
88 92 0
235 103 0
43 289 0
80 117 0
166 224 0
61 121 0
84 241 0
180 92 0
2 101 0
181 240 0
42 281 0
9 270 0
8 148 0
63 257 0
14 152 0
213 186 0
218 115 0
16 60 0
67 126 0
113 243 0
161 264 0
79 257 0
206 76 0
69 262 0
31 186 0
58 227 0
40 216 0
94 205 0
83 62 0
207 219 0
248 133 0
142 84 0
191 81 0
74 64 0
176 291 0
55 122 0
211 129 0
6 181 0
192 227 0
59 267 0
205 145 0
44 291 0
32 109 0
82 187 0
194 268 0
231 89 0
36 245 0
51 149 0
141 137 0
157 145 0
50 235 0
110 293 0
4 240 0
99 70 0
138 179 0
242 131 0
30 157 0
48 211 0
107 245 0
