50 0
93 144 0
168 253 0
57 73 0
35 272 0
19 230 0
216 78 0
113 106 0
191 284 0
152 116 0
202 149 0
198 117 0
7 97 0
65 277 0
91 79 0
236 92 0
248 135 0
58 85 0
62 186 0
209 237 0
197 226 0
132 134 0
34 175 0
221 150 0
171 266 0
237 242 0
48 255 0
228 233 0
6 156 0
106 66 0
0 178 0
37 236 0
31 223 0
213 94 0
105 219 0
78 101 0
22 265 0
84 134 0
5 144 0
110 84 0
177 163 0
11 129 0
225 296 0
241 97 0
230 234 0
176 147 0
210 166 0
88 183 0
81 184 0
54 212 0
1 261 0
