# INSTANCE: InstancesTDTSP/NewTWinstances/inst_100_7_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_10p_ti_mirrored.txt
# ALGORITHM: TSP MEDIAN NOOVERLAP RESTART
# NUMBER OF VISITS: 100
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 300
* 0.01 55606 -1
* 0.025 55472 -1
* 0.071 55407 -1
* 0.098 55388 -1
* 0.214 55238 -1
* 0.745 54850 -1
* 0.801 54449 -1
* 1.711 54253 -1
* 1.744 53907 -1
* 1.777 53577 -1
* 1.788 53540 -1
* 1.791 53481 -1
* 1.819 53391 -1
* 1.836 53039 -1
* 1.845 53021 -1
* 1.847 52809 -1
* 1.849 52703 -1
* 1.856 52107 -1
* 1.885 51843 -1
* 1.918 51842 -1
* 2.094 51767 -1
* 2.199 51723 -1
* 2.207 51719 -1
* 2.238 51363 -1
* 2.293 51008 -1
* 2.295 50543 -1
* 2.308 50508 -1
* 2.48 50408 -1
* 2.508 49986 -1
* 2.527 49831 -1
* 2.584 49510 -1
* 2.601 49083 -1
* 2.734 48882 -1
* 2.803 48824 -1
* 2.989 48755 -1
* 3.021 48506 -1
* 3.046 48099 -1
* 3.226 48065 -1
* 3.246 48053 -1
* 3.25 47901 -1
* 3.254 47874 -1
* 3.267 47850 -1
* 3.27 47783 -1
* 3.276 47665 -1
* 3.289 47636 -1
* 3.339 47632 -1
* 3.342 47604 -1
* 3.35 47527 -1
* 3.353 47345 -1
* 3.583 47318 -1
* 3.598 47207 -1
* 9.52 46818 -1
* 9.524 46779 -1
* 9.538 46692 -1
* 9.542 46604 -1
* 9.546 46550 -1
* 9.559 46527 -1
* 9.582 46313 -1
* 9.589 46307 -1
* 9.627 46239 -1
* 9.629 46189 -1
* 9.657 46003 -1
* 9.672 45868 -1
* 9.675 45672 -1
* 9.712 45643 -1
* 9.755 45612 -1
* 9.792 45585 -1
* 9.928 45574 -1
* 9.969 45427 -1
* 9.971 45283 -1
* 10.014 45245 -1
* 10.017 45160 -1
* 10.022 45133 -1
* 10.125 45127 -1
* 10.203 45052 -1
* 10.216 44992 -1
* 10.262 44967 -1
* 10.786 44953 -1
* 10.814 44909 -1
* 10.815 44828 -1
* 11.005 44808 -1
* 11.042 44805 -1
* 11.046 44763 -1
* 11.406 44678 -1
* 11.426 44661 -1
* 11.431 44624 -1
* 11.513 44590 -1
* 11.657 44503 -1
* 11.661 44498 -1
* 12.143 44365 -1
* 12.167 44304 -1
* 12.177 44264 -1
* 12.57 44259 -1
* 12.571 44129 -1
* 12.612 44125 -1
* 12.654 44027 -1
* 12.67 44011 -1
* 12.691 44006 -1
* 12.781 43951 -1
* 13.133 43943 -1
* 13.147 43823 -1
* 13.16 43808 -1
* 13.22 43791 -1
* 13.528 43789 -1
* 23.765 43737 -1
* 23.81 43722 -1
* 23.813 43677 -1
* 23.841 43664 -1
* 23.849 43639 -1
* 23.942 43631 -1
* 23.985 43612 -1
* 23.995 43599 -1
* 24.031 43575 -1
* 24.05 43543 -1
* 24.101 43535 -1
* 31.526 43526 -1
* 31.533 43475 -1
* 31.593 43463 -1
* 31.831 43443 -1
* 32.275 43407 -1
* 32.363 43370 -1
* 32.85 43103 -1
* 33.223 43015 -1
* 33.675 42886 -1
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST TSP SOLUTION: 42886
# NUMBER OF BRANCHES: 13033822
# END TIME: 300.016
## Solution with TDTSP times: 
100
246 0
21 228
233 587
245 973
217 1233
216 1621
30 1949
252 2209
220 2693
118 3295
200 3819
26 4097
22 4826
254 5403
24 5876
54 6269
39 6900
23 24259
124 38915
