100 0
252 200 0
75 229 0
2 63 0
205 111 0
68 213 0
12 196 0
51 132 0
81 93 0
107 289 0
175 91 0
156 81 0
176 225 0
241 166 0
38 267 0
158 84 0
162 130 0
202 254 0
120 87 0
169 210 0
71 74 0
235 197 0
83 169 0
159 225 0
118 208 0
183 177 0
200 228 0
229 293 0
220 178 0
101 256 0
59 171 0
209 121 0
116 64 0
213 273 0
194 176 0
172 193 0
122 129 0
67 278 0
53 110 0
181 110 0
5 176 0
13 215 0
18 219 0
161 194 0
129 247 0
242 187 0
86 169 0
203 132 0
40 127 0
197 195 0
150 76 0
82 86 0
232 135 0
163 199 0
247 177 0
201 101 0
141 243 0
119 181 0
77 76 0
189 81 0
88 71 0
188 295 0
57 162 0
243 222 0
62 196 0
198 245 0
104 89 0
105 297 0
184 161 0
125 74 0
237 268 0
80 175 0
72 78 0
137 219 0
164 100 0
9 139 0
133 165 0
145 182 0
27 67 0
245 78 0
124 243 0
32 215 0
99 211 0
44 196 0
239 118 0
114 113 0
23 239 0
24 148 0
130 134 0
215 251 0
224 96 0
128 121 0
204 280 0
251 184 0
152 266 0
1 159 0
195 177 0
25 108 0
253 248 0
214 271 0
8 152 0
