50 0
155 179 0
54 173 0
87 206 0
129 145 0
114 290 0
187 84 0
128 220 0
41 72 0
18 253 0
91 165 0
76 105 0
217 86 0
119 226 0
40 257 0
17 76 0
80 166 0
66 260 0
219 136 0
224 104 0
244 193 0
167 214 0
241 105 0
153 79 0
247 178 0
109 216 0
9 119 0
77 116 0
94 282 0
130 69 0
209 176 0
24 182 0
45 260 0
142 156 0
20 219 0
70 154 0
1 123 0
174 286 0
251 192 0
223 279 0
141 170 0
229 215 0
92 141 0
60 136 0
240 197 0
79 193 0
31 277 0
160 158 0
156 263 0
216 261 0
157 283 0
