100 0
209 290 0
68 128 0
166 180 0
186 267 0
131 125 0
93 280 0
238 84 0
252 166 0
108 82 0
211 229 0
240 247 0
219 243 0
30 76 0
183 75 0
40 64 0
202 298 0
181 253 0
29 108 0
51 214 0
100 118 0
88 107 0
235 206 0
59 155 0
19 212 0
115 268 0
12 141 0
163 268 0
227 73 0
82 270 0
138 269 0
206 249 0
98 121 0
184 251 0
71 115 0
35 278 0
90 86 0
250 154 0
230 117 0
196 241 0
34 182 0
31 72 0
78 94 0
70 293 0
57 104 0
114 137 0
180 87 0
123 254 0
18 168 0
39 266 0
241 194 0
99 174 0
85 129 0
239 281 0
54 201 0
113 143 0
127 242 0
36 104 0
8 279 0
91 249 0
118 148 0
109 173 0
182 228 0
22 118 0
105 187 0
199 221 0
101 119 0
173 261 0
226 107 0
86 107 0
146 71 0
246 172 0
37 93 0
216 299 0
97 195 0
4 258 0
64 193 0
205 284 0
117 259 0
124 76 0
147 182 0
167 133 0
221 206 0
61 118 0
7 153 0
75 287 0
203 285 0
156 84 0
233 251 0
69 212 0
81 272 0
45 169 0
179 86 0
119 278 0
25 239 0
224 263 0
66 96 0
178 83 0
247 180 0
220 152 0
121 241 0
