# INSTANCE: InstancesTDTSP/NewTWinstances/inst_20_1_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_mirrored.txt
# ALGORITHM: TDNOOVERLAP RESTART
# NUMBER OF VISITS: 20
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 6000
# EXTRACTION TIME: 0.771
* 0 47255
* 0.01 16313
* 0.01 15394
* 0.173 15320
* 0.183 15227
* 0.193 15041
* 0.203 15039
* 0.203 14841
* 0.723 14700
* 0.733 14654
* 2.669 14625
* 2.919 14597
* 2.922 14483
* 2.924 14459
* 2.934 14194
* 2.953 14184
* 2.959 13931
# SOLUTION FOUND
# OPTIMALITY PROVED
# BEST SOLUTION: 13931
# NUMBER OF BRANCHES: 219802
# END TIME: 15.755
## Solution: 
20
30 0
44 363
245 986
236 1344
8 2301
240 3383
128 4178
130 4713
170 5293
148 5840
127 6452
87 7619
228 8457
188 9560
164 9923
185 10942
182 11273
181 11676
175 11963
207 12911
# BEST TD SOLUTION: 13931
