100 0
210 62 0
218 192 0
54 283 0
173 225 0
79 74 0
223 189 0
105 173 0
202 297 0
110 258 0
7 63 0
90 126 0
193 156 0
139 269 0
8 297 0
216 249 0
232 65 0
5 223 0
192 119 0
188 232 0
58 200 0
127 162 0
186 229 0
48 201 0
254 115 0
41 162 0
93 127 0
43 183 0
231 183 0
1 288 0
226 217 0
155 70 0
236 227 0
116 191 0
65 96 0
108 270 0
120 113 0
81 259 0
142 176 0
195 220 0
137 234 0
177 299 0
64 120 0
211 294 0
78 255 0
141 124 0
28 283 0
162 237 0
225 245 0
59 256 0
82 216 0
252 216 0
138 65 0
241 158 0
247 156 0
62 286 0
167 244 0
67 188 0
148 278 0
61 212 0
86 280 0
3 83 0
143 236 0
251 152 0
91 236 0
106 98 0
95 92 0
144 141 0
180 221 0
25 117 0
53 149 0
15 153 0
196 246 0
205 279 0
44 263 0
124 107 0
42 296 0
35 182 0
47 200 0
14 96 0
156 125 0
23 278 0
171 233 0
21 295 0
243 250 0
215 185 0
75 184 0
161 116 0
176 276 0
40 237 0
71 87 0
240 179 0
224 68 0
88 182 0
18 141 0
204 222 0
13 61 0
146 174 0
147 108 0
50 256 0
157 253 0
