100 0
80 259 0
136 156 0
249 175 0
79 253 0
161 94 0
69 270 0
198 232 0
137 284 0
90 179 0
103 68 0
62 210 0
183 134 0
43 212 0
35 76 0
122 121 0
220 115 0
245 146 0
55 211 0
70 260 0
26 115 0
75 80 0
123 174 0
76 118 0
154 157 0
204 170 0
195 298 0
105 241 0
155 147 0
189 262 0
121 198 0
112 290 0
94 251 0
14 121 0
11 159 0
218 281 0
38 170 0
234 173 0
197 92 0
160 183 0
5 242 0
9 82 0
230 108 0
116 61 0
135 238 0
61 67 0
254 205 0
126 146 0
27 122 0
68 106 0
47 94 0
109 117 0
238 184 0
106 263 0
215 247 0
17 100 0
65 65 0
210 204 0
45 103 0
40 237 0
221 153 0
118 108 0
117 110 0
34 195 0
151 86 0
240 118 0
110 252 0
12 196 0
85 258 0
229 61 0
95 202 0
162 216 0
131 126 0
125 122 0
159 184 0
156 203 0
77 90 0
173 212 0
52 150 0
111 95 0
208 211 0
46 270 0
182 295 0
73 268 0
232 60 0
145 241 0
124 83 0
247 138 0
104 112 0
192 188 0
50 124 0
209 65 0
48 247 0
1 122 0
205 83 0
37 78 0
144 119 0
164 291 0
186 156 0
179 72 0
233 92 0
