50 0
167 125 0
110 208 0
144 294 0
216 184 0
139 212 0
249 299 0
3 246 0
97 291 0
36 222 0
202 296 0
173 153 0
85 61 0
250 190 0
230 193 0
90 271 0
34 94 0
33 103 0
147 221 0
132 264 0
108 160 0
138 225 0
10 290 0
126 175 0
67 283 0
79 159 0
154 91 0
223 212 0
185 97 0
86 238 0
27 169 0
221 94 0
215 108 0
240 160 0
51 238 0
128 241 0
214 100 0
179 266 0
39 72 0
7 60 0
12 69 0
81 203 0
93 235 0
14 86 0
171 80 0
13 126 0
239 274 0
17 283 0
122 193 0
37 257 0
218 263 0
