100 0
6 246 0
111 74 0
156 145 0
97 163 0
147 150 0
70 178 0
29 259 0
245 201 0
15 253 0
92 74 0
1 257 0
14 194 0
179 96 0
0 133 0
38 156 0
165 85 0
184 62 0
175 288 0
235 101 0
231 120 0
109 73 0
98 141 0
21 235 0
225 195 0
31 242 0
99 242 0
191 71 0
192 217 0
18 84 0
237 98 0
124 132 0
4 263 0
181 276 0
125 253 0
100 260 0
141 253 0
3 215 0
241 212 0
253 158 0
230 190 0
135 117 0
212 112 0
33 92 0
183 275 0
201 269 0
67 131 0
145 180 0
171 148 0
170 185 0
233 190 0
228 117 0
149 249 0
213 130 0
50 85 0
223 213 0
37 174 0
128 231 0
110 160 0
131 264 0
72 278 0
87 155 0
108 179 0
81 212 0
78 225 0
243 124 0
105 241 0
127 243 0
167 289 0
203 75 0
118 268 0
120 72 0
55 297 0
16 89 0
252 96 0
180 181 0
239 247 0
229 287 0
209 81 0
12 269 0
129 100 0
202 273 0
168 194 0
23 261 0
157 137 0
158 115 0
34 103 0
79 113 0
164 292 0
17 204 0
91 141 0
205 172 0
59 219 0
96 90 0
49 88 0
132 247 0
44 64 0
217 295 0
246 126 0
66 198 0
232 70 0
