100 0
27 295 0
11 90 0
40 257 0
191 92 0
37 297 0
41 283 0
218 250 0
165 205 0
113 292 0
25 299 0
170 157 0
125 274 0
138 68 0
24 254 0
149 83 0
192 261 0
130 253 0
200 94 0
16 204 0
70 198 0
213 170 0
123 210 0
153 128 0
33 296 0
98 184 0
81 81 0
184 218 0
224 125 0
7 108 0
42 280 0
106 167 0
12 95 0
142 268 0
85 235 0
117 155 0
215 225 0
35 60 0
238 249 0
169 294 0
187 101 0
46 135 0
242 275 0
154 277 0
206 271 0
248 241 0
241 190 0
247 267 0
161 201 0
87 75 0
254 294 0
99 98 0
31 168 0
19 151 0
194 261 0
116 236 0
53 255 0
110 172 0
147 197 0
4 191 0
202 83 0
236 268 0
133 114 0
244 209 0
237 112 0
96 276 0
68 244 0
13 79 0
163 186 0
212 131 0
126 107 0
76 132 0
229 165 0
59 223 0
119 156 0
57 201 0
205 153 0
92 149 0
48 252 0
164 88 0
47 192 0
20 79 0
102 170 0
83 277 0
79 258 0
251 75 0
160 97 0
0 159 0
74 212 0
17 265 0
22 189 0
175 131 0
72 268 0
159 181 0
235 271 0
107 66 0
55 152 0
188 166 0
115 124 0
152 260 0
162 111 0
