# INSTANCE: InstancesTDTSP/NewTWinstances/inst_100_14_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_20p_ti_mirrored.txt
# ALGORITHM: TSP MEDIAN NOOVERLAP RESTART
# NUMBER OF VISITS: 100
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 300
* 0.008 81218 85419
* 0.012 53810 -1
* 0.015 53802 -1
* 0.057 53732 -1
* 0.068 53717 -1
* 0.085 53599 -1
* 0.1 53461 -1
* 0.107 53420 -1
* 0.116 52944 -1
* 0.186 52919 -1
* 0.189 52864 -1
* 0.201 52854 -1
* 0.251 52801 -1
* 0.261 52603 -1
* 0.286 52137 -1
* 0.297 51744 -1
* 0.307 51506 -1
* 0.311 51221 -1
* 0.32 50710 -1
* 0.327 50642 -1
* 0.483 50547 -1
* 0.499 50515 -1
* 1.525 50438 -1
* 1.603 50340 -1
* 1.62 50086 -1
* 2.088 50072 -1
* 48.438 49594 -1
* 48.555 49518 -1
* 49.136 49445 -1
* 49.14 49369 -1
* 49.35 49231 -1
* 49.353 49109 -1
* 49.387 49093 -1
* 49.414 49029 -1
* 49.431 49028 -1
* 49.434 48994 -1
* 49.463 48937 -1
* 49.524 48814 -1
* 49.546 48806 -1
* 49.56 48734 -1
* 49.563 48717 -1
* 49.568 48670 -1
* 49.572 48533 -1
* 49.574 48491 -1
* 49.872 48223 -1
* 49.877 48150 -1
* 49.882 48147 -1
* 49.989 48126 -1
* 51.176 47806 -1
* 51.303 47000 -1
* 51.379 46888 -1
* 51.381 46315 -1
* 51.387 46280 -1
* 51.392 46145 -1
* 51.409 45671 -1
* 51.424 45669 -1
* 51.427 45658 -1
* 51.432 44810 -1
* 51.487 44206 -1
* 51.489 44192 -1
* 51.611 44175 -1
* 51.733 44077 -1
* 51.737 44014 -1
* 51.742 43967 -1
* 51.752 43841 -1
* 51.762 43797 -1
* 51.776 43793 -1
* 51.788 43759 -1
* 51.867 43690 -1
* 51.871 43616 -1
* 51.886 43605 -1
* 51.908 43600 -1
* 51.909 43581 -1
* 52.16 43573 -1
* 52.162 43538 -1
* 52.165 43537 -1
* 52.184 43479 -1
* 52.188 43472 -1
* 52.189 43416 -1
* 52.258 43369 -1
* 52.267 43367 -1
* 52.269 43331 -1
* 52.373 43307 -1
* 52.446 43279 -1
* 52.48 43247 -1
* 55.586 43104 -1
* 56.864 42982 -1
* 57.094 42975 -1
* 57.152 42957 -1
* 57.259 42938 -1
* 57.264 42910 -1
* 57.297 42872 -1
* 57.338 42844 -1
* 57.468 42152 -1
* 57.477 42142 -1
* 57.514 41685 -1
* 59.126 41676 -1
* 59.153 41651 -1
* 59.158 41596 -1
* 59.162 41587 -1
* 59.279 41475 -1
* 59.359 41303 -1
* 59.38 41274 -1
* 59.751 41230 -1
* 59.79 41177 -1
* 59.806 41110 -1
* 59.924 41101 -1
* 59.991 41091 -1
* 60.134 41071 -1
* 60.257 41067 -1
* 60.411 40965 -1
* 60.449 40921 -1
* 60.547 40898 -1
* 60.614 40866 -1
* 60.644 40850 -1
* 61.587 40810 -1
* 62.715 40805 -1
* 62.791 40804 -1
* 62.859 40733 -1
* 63.058 40660 -1
* 63.106 40653 -1
* 125.395 40578 -1
* 125.405 40569 -1
* 125.42 40553 -1
* 125.497 40532 -1
* 125.524 40517 -1
* 125.555 40497 -1
* 125.613 40493 -1
* 125.642 40489 -1
* 125.695 40423 -1
* 126.022 40422 -1
* 126.121 40418 -1
* 128.154 40389 -1
* 128.959 40357 -1
* 128.996 40348 -1
* 129.009 40346 -1
* 129.023 40310 -1
* 129.125 40303 -1
* 129.463 40302 -1
* 129.47 40278 -1
* 130.962 39556 -1
* 131.38 39416 -1
* 131.565 39413 -1
* 131.617 39366 -1
* 131.708 39334 -1
* 131.733 39318 -1
* 132.486 39154 -1
* 132.51 39133 -1
* 140.71 39065 -1
* 140.775 39050 -1
* 140.78 39034 -1
* 140.816 39018 -1
* 140.82 39017 -1
* 140.969 39010 -1
* 141.077 39002 -1
* 143.701 38997 -1
* 143.71 38955 -1
* 143.714 38946 -1
* 146.149 38903 -1
* 146.19 38882 -1
* 146.303 38872 -1
* 146.313 38857 -1
* 146.617 38821 -1
* 146.624 38779 -1
* 146.714 38746 -1
* 146.916 38708 -1
* 147.144 38659 -1
* 147.277 38654 -1
* 148.562 38633 -1
* 148.679 38612 -1
* 149.15 38602 -1
* 163.523 38599 -1
* 163.581 38580 -1
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST TSP SOLUTION: 38580
# NUMBER OF BRANCHES: 11056302
# END TIME: 300.024
## Solution with TDTSP times: 
100
32 0
53 265
157 458
63 793
40 1111
65 1426
44 1793
52 2134
127 2551
43 2969
229 3109
242 3446
243 3612
123 4250
120 5035
251 5630
216 6078
30 6279
218 6653
252 7067
253 7556
86 8370
72 9218
206 9462
78 9746
204 10077
73 10251
201 11113
246 11496
102 12260
89 12861
105 13148
87 13325
92 13703
99 13919
60 14286
64 37286
