# INSTANCE: InstancesTDTSP/NewTWinstances/inst_100_20_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_10p_ti_mirrored.txt
# ALGORITHM: TSP MEDIAN NOOVERLAP RESTART
# NUMBER OF VISITS: 100
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 300
* 0.011 56369 -1
* 0.013 55613 -1
* 0.018 54789 -1
* 0.093 54749 -1
* 0.095 54709 -1
* 0.121 54666 -1
* 0.143 54664 -1
* 0.327 54611 -1
* 0.357 54534 -1
* 0.417 54316 -1
* 0.541 54182 -1
* 0.661 54143 -1
* 0.678 54107 -1
* 0.741 54040 -1
* 0.748 53933 -1
* 0.793 53924 -1
* 0.795 53919 -1
* 1.838 53737 -1
* 1.995 53424 -1
* 2.016 53357 -1
* 2.033 53307 -1
* 2.044 53048 -1
* 2.205 52968 -1
* 2.213 52825 -1
* 2.243 52716 -1
* 2.245 52623 -1
* 2.262 52401 -1
* 2.334 52302 -1
* 2.445 52020 -1
* 2.468 52002 -1
* 2.584 51924 -1
* 2.608 51896 -1
* 2.653 51785 -1
* 2.75 51783 -1
* 2.752 51502 -1
* 2.792 50889 -1
* 2.825 50525 -1
* 2.865 50455 -1
* 3.29 50444 -1
* 3.364 50403 -1
* 3.391 50297 -1
* 3.402 49956 -1
* 3.694 49929 -1
* 3.728 49893 -1
* 3.787 49845 -1
* 3.795 49834 -1
* 3.902 49778 -1
* 3.918 49760 -1
* 3.932 49743 -1
* 3.945 49738 -1
* 4.203 49575 -1
* 4.231 49567 -1
* 4.259 49491 -1
* 4.298 49468 -1
* 4.315 49405 -1
* 4.916 49153 -1
* 5.047 49030 -1
* 5.305 48743 -1
* 5.476 48651 -1
* 5.974 47921 -1
* 5.977 47883 -1
* 13.134 47361 -1
* 13.247 46184 -1
* 13.401 46040 -1
* 14.159 46006 -1
* 14.242 45633 -1
* 14.302 45310 -1
* 14.554 45079 -1
* 14.572 45075 -1
* 14.601 45059 -1
* 14.655 45048 -1
* 14.686 44993 -1
* 15.079 44826 -1
* 15.09 44742 -1
* 15.855 44740 -1
* 16.686 44728 -1
* 16.707 44581 -1
* 16.729 44573 -1
* 18.913 44550 -1
* 18.916 44543 -1
* 18.918 44540 -1
* 18.921 44538 -1
* 18.924 44486 -1
* 18.926 44483 -1
* 18.943 44482 -1
* 18.946 44455 -1
* 18.948 44448 -1
* 18.95 44320 -1
* 18.953 44014 -1
* 18.955 43968 -1
* 18.957 43904 -1
* 18.959 43887 -1
* 18.965 43719 -1
* 18.966 43704 -1
* 18.969 43662 -1
* 18.988 43623 -1
* 18.99 43449 -1
* 18.996 43416 -1
* 19.003 43409 -1
* 19.005 43258 -1
* 19.008 42863 -1
* 19.012 42765 -1
* 19.014 42762 -1
* 23.605 42571 -1
* 23.607 42556 -1
* 23.617 42537 -1
* 39.543 42484 -1
* 39.567 42469 -1
* 39.576 42434 -1
* 39.581 42429 -1
* 39.607 42402 -1
* 39.653 42386 -1
* 39.696 42359 -1
* 39.727 42357 -1
* 40.001 42335 -1
* 41.001 42303 -1
* 41.145 42300 -1
* 41.147 42289 -1
* 41.168 42259 -1
* 41.194 42257 -1
* 43.322 42249 -1
* 43.327 42227 -1
* 43.486 42134 -1
* 43.506 42131 -1
* 43.594 42130 -1
* 43.752 42096 -1
* 43.819 42088 -1
* 43.847 42078 -1
* 43.852 42076 -1
* 44.195 42048 -1
* 44.263 41997 -1
* 44.322 41989 -1
* 44.418 41984 -1
* 44.564 41969 -1
* 50.388 41923 -1
* 50.563 41915 -1
* 50.772 41910 -1
* 50.958 41894 -1
* 51.818 41868 -1
* 52.193 41767 -1
* 52.401 41720 -1
* 58.876 41715 -1
* 58.929 41647 -1
* 58.946 41639 -1
* 58.996 41632 -1
* 59.012 41503 -1
* 59.054 41495 -1
* 59.079 41476 -1
* 60.357 41414 -1
* 60.633 41374 -1
* 60.661 41341 -1
* 60.736 41339 -1
* 60.856 41337 -1
* 60.859 41294 -1
* 60.869 41292 -1
* 61.07 41251 -1
* 61.093 41248 -1
* 61.147 41220 -1
* 61.155 41198 -1
* 61.164 41196 -1
* 61.166 41153 -1
* 61.184 41108 -1
* 61.304 41106 -1
* 61.474 41090 -1
* 61.805 41082 -1
* 61.913 41060 -1
* 62.063 40906 -1
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST TSP SOLUTION: 40906
# NUMBER OF BRANCHES: 9893376
# END TIME: 300.028
## Solution with TDTSP times: 
100
101 0
105 339
134 505
87 827
97 1221
89 1626
91 1944
133 2784
35 3827
199 4853
103 5489
135 6334
57 6542
62 7038
33 7604
228 7875
64 8207
232 8553
49 9413
140 9747
167 35687
123 36356
