50 0
105 242 0
234 171 0
141 89 0
127 194 0
33 221 0
35 269 0
197 215 0
118 120 0
178 184 0
149 252 0
99 282 0
210 164 0
108 119 0
150 173 0
172 62 0
58 114 0
161 125 0
78 116 0
96 153 0
220 129 0
214 213 0
180 132 0
128 192 0
10 190 0
34 177 0
75 118 0
158 141 0
238 64 0
187 128 0
112 233 0
103 224 0
217 85 0
219 85 0
174 153 0
11 292 0
134 93 0
18 134 0
32 131 0
126 132 0
159 150 0
170 274 0
31 135 0
243 205 0
241 215 0
76 134 0
65 143 0
215 197 0
233 274 0
22 130 0
203 64 0
