# INSTANCE: InstancesTDTSP/NewTWinstances/inst_100_20_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_mirrored.txt
# ALGORITHM: TSP MEDIAN NOOVERLAP RESTART
# NUMBER OF VISITS: 100
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 300
* 0.013 58020 -1
* 0.016 55548 -1
* 0.019 55510 -1
* 0.059 55503 -1
* 0.094 55390 -1
* 0.099 55348 -1
* 0.103 55332 -1
* 0.166 55259 -1
* 0.196 55145 -1
* 0.223 55101 -1
* 0.247 54858 -1
* 0.266 54853 -1
* 0.295 54839 -1
* 0.301 54752 -1
* 0.327 54710 -1
* 0.343 54657 -1
* 0.368 54619 -1
* 0.38 54612 -1
* 0.512 54413 -1
* 0.517 54384 -1
* 0.531 54376 -1
* 0.571 54338 -1
* 0.581 54250 -1
* 0.651 54189 -1
* 0.833 53930 -1
* 2.076 53867 -1
* 2.113 53863 -1
* 2.25 53825 -1
* 2.26 53739 -1
* 2.267 53643 -1
* 2.696 53577 -1
* 2.714 53345 -1
* 2.848 53229 -1
* 2.858 53164 -1
* 2.861 53104 -1
* 2.878 53077 -1
* 2.883 53043 -1
* 2.885 52759 -1
* 2.898 52729 -1
* 2.938 52641 -1
* 3.007 52299 -1
* 3.163 51994 -1
* 3.232 51824 -1
* 3.253 51548 -1
* 3.404 51530 -1
* 3.441 51435 -1
* 3.495 51431 -1
* 3.536 51336 -1
* 3.573 51265 -1
* 3.613 51084 -1
* 3.615 51064 -1
* 3.827 50709 -1
* 3.87 50705 -1
* 3.931 50685 -1
* 4.385 50304 -1
* 4.466 50118 -1
* 4.509 50108 -1
* 4.54 49916 -1
* 4.542 49740 -1
* 5.025 49732 -1
* 5.039 49623 -1
* 5.06 49530 -1
* 5.067 49486 -1
* 5.087 49466 -1
* 5.094 49419 -1
* 5.122 49301 -1
* 5.129 49199 -1
* 5.131 49162 -1
* 5.589 48872 -1
* 5.594 48818 -1
* 5.613 48647 -1
* 5.652 48611 -1
* 6.164 48603 -1
* 6.416 48597 -1
* 6.436 48519 -1
* 6.483 48368 -1
* 6.492 48342 -1
* 6.5 48338 -1
* 6.52 48249 -1
* 6.577 48229 -1
* 6.619 48121 -1
* 6.633 48106 -1
* 7.025 47842 -1
* 7.208 47830 -1
* 7.392 47786 -1
* 7.527 47738 -1
* 16.026 47654 -1
* 16.184 47633 -1
* 19.536 47610 -1
* 19.561 47593 -1
* 19.566 47441 -1
* 19.574 47397 -1
* 19.608 47374 -1
* 19.637 47330 -1
* 19.662 47309 -1
* 21.679 47292 -1
* 21.696 47203 -1
* 21.698 47202 -1
* 21.749 47197 -1
* 22.073 47184 -1
* 25.812 47074 -1
* 25.82 47008 -1
* 25.825 47004 -1
* 25.835 46889 -1
* 25.845 46829 -1
* 25.854 46740 -1
* 25.865 46717 -1
* 25.892 46708 -1
* 29.483 46661 -1
* 29.531 46657 -1
* 29.563 46650 -1
* 29.598 46633 -1
* 29.837 46630 -1
* 30.051 46621 -1
* 30.083 46578 -1
* 31.67 46568 -1
* 31.698 46561 -1
* 31.704 46440 -1
* 31.798 46406 -1
* 32.766 46242 -1
* 32.782 46234 -1
* 32.785 46218 -1
* 32.909 46209 -1
* 32.925 46205 -1
* 32.952 46198 -1
* 33.189 46195 -1
* 33.28 46120 -1
* 33.315 46114 -1
* 33.689 46042 -1
* 34.248 46009 -1
* 34.645 45999 -1
* 34.932 45756 -1
* 35.292 45724 -1
* 35.379 45699 -1
* 35.727 45682 -1
* 35.758 45610 -1
* 38.498 45573 -1
* 38.726 45563 -1
* 38.755 45517 -1
* 38.783 45487 -1
* 38.812 45435 -1
* 38.866 45434 -1
* 38.928 45380 -1
* 38.934 45378 -1
* 38.96 45377 -1
* 38.981 45355 -1
* 39.325 45330 -1
* 39.406 45262 -1
* 39.43 45257 -1
* 39.846 45253 -1
* 39.99 45247 -1
* 40.003 45183 -1
* 48.944 45128 -1
* 49.359 45118 -1
* 49.453 45106 -1
* 49.519 45068 -1
* 49.557 45065 -1
* 49.581 45001 -1
* 49.639 44982 -1
* 49.656 44956 -1
* 49.724 44898 -1
* 49.893 44874 -1
* 49.911 44853 -1
* 50.023 44802 -1
* 50.066 44779 -1
* 50.116 44739 -1
* 50.229 44619 -1
* 50.389 44591 -1
* 50.394 44569 -1
* 51.227 44540 -1
* 51.481 44461 -1
* 51.61 44453 -1
* 53.157 44436 -1
* 54.182 44388 -1
* 55.733 44351 -1
* 55.857 44310 -1
* 55.913 44280 -1
* 56.001 44272 -1
* 56.068 44264 -1
* 56.705 44195 -1
* 57.374 44181 -1
* 57.772 44132 -1
* 57.783 44034 -1
* 58.226 44004 -1
* 58.236 44002 -1
* 58.618 44001 -1
* 58.631 43808 -1
* 62.453 43798 -1
* 62.697 43743 -1
* 62.793 43710 -1
* 62.974 43550 -1
* 63.144 43540 -1
* 63.308 43520 -1
* 63.428 43405 -1
* 63.453 43087 -1
* 63.54 42983 -1
* 68.197 42936 -1
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST TSP SOLUTION: 42936
# NUMBER OF BRANCHES: 8764238
# END TIME: 300.028
## Solution with TDTSP times: 
100
101 0
105 368
134 534
89 1031
91 1376
87 1875
97 2297
135 2847
123 3272
49 3714
231 4062
57 4843
62 5333
199 6391
