100 0
175 229 0
228 103 0
112 206 0
251 144 0
3 102 0
189 259 0
247 97 0
181 76 0
235 232 0
52 264 0
215 142 0
27 77 0
135 95 0
217 124 0
97 120 0
20 251 0
34 124 0
2 220 0
216 184 0
132 269 0
58 128 0
45 144 0
88 131 0
191 245 0
57 85 0
73 179 0
200 107 0
142 215 0
110 217 0
117 274 0
238 217 0
75 160 0
19 140 0
36 83 0
15 153 0
224 292 0
42 108 0
242 296 0
108 246 0
101 136 0
164 63 0
37 148 0
154 232 0
53 66 0
203 194 0
239 221 0
136 203 0
177 158 0
130 255 0
168 114 0
151 147 0
120 226 0
127 275 0
0 271 0
227 140 0
231 276 0
81 193 0
86 63 0
64 86 0
252 74 0
68 289 0
146 66 0
160 225 0
169 83 0
250 142 0
55 191 0
74 85 0
198 276 0
77 63 0
254 266 0
123 214 0
115 197 0
10 211 0
163 218 0
213 166 0
172 93 0
180 66 0
40 197 0
220 267 0
183 283 0
23 241 0
14 125 0
162 162 0
131 151 0
179 134 0
21 207 0
134 196 0
41 232 0
185 158 0
243 216 0
71 73 0
65 88 0
171 108 0
30 235 0
44 298 0
69 117 0
197 258 0
78 194 0
248 107 0
129 280 0
