50 0
211 109 0
210 208 0
96 115 0
97 106 0
15 292 0
235 188 0
217 127 0
174 192 0
123 188 0
20 144 0
55 222 0
245 228 0
132 236 0
204 201 0
236 166 0
179 148 0
209 187 0
52 146 0
212 279 0
98 234 0
63 214 0
182 101 0
207 275 0
190 246 0
141 162 0
214 225 0
102 254 0
1 236 0
167 227 0
83 77 0
74 98 0
110 89 0
124 172 0
238 251 0
155 118 0
25 140 0
111 216 0
222 176 0
93 80 0
175 178 0
56 216 0
233 292 0
197 297 0
195 258 0
225 77 0
12 69 0
17 256 0
213 171 0
176 73 0
100 273 0
