50 0
156 73 0
69 240 0
107 135 0
54 79 0
23 93 0
153 127 0
211 280 0
135 260 0
242 72 0
3 151 0
20 196 0
159 62 0
234 242 0
252 271 0
149 203 0
140 91 0
25 165 0
1 248 0
217 266 0
87 213 0
145 242 0
169 146 0
91 284 0
110 73 0
29 192 0
6 164 0
113 81 0
89 60 0
151 294 0
249 251 0
108 287 0
231 73 0
104 139 0
4 242 0
37 118 0
123 174 0
34 172 0
182 163 0
51 104 0
243 136 0
61 110 0
57 141 0
164 153 0
171 187 0
81 149 0
209 295 0
2 275 0
22 295 0
170 212 0
84 180 0
