100 0
25 172 0
167 225 0
234 135 0
19 153 0
90 212 0
131 268 0
174 135 0
199 108 0
205 252 0
177 157 0
93 202 0
0 245 0
153 253 0
14 170 0
239 73 0
175 136 0
89 121 0
229 282 0
38 289 0
53 297 0
168 243 0
106 275 0
110 284 0
99 129 0
75 129 0
100 117 0
76 222 0
92 225 0
214 112 0
173 265 0
48 157 0
140 198 0
117 170 0
253 277 0
126 245 0
108 174 0
4 276 0
87 273 0
176 139 0
247 106 0
15 123 0
123 175 0
52 128 0
43 116 0
120 176 0
219 150 0
17 296 0
180 163 0
129 256 0
79 79 0
211 283 0
233 284 0
97 297 0
121 116 0
170 204 0
3 235 0
188 250 0
95 134 0
28 249 0
236 147 0
159 123 0
6 206 0
29 194 0
169 98 0
183 141 0
155 262 0
190 221 0
69 232 0
145 243 0
217 168 0
56 104 0
150 122 0
237 289 0
78 247 0
21 177 0
77 178 0
44 292 0
207 142 0
156 131 0
138 89 0
163 114 0
85 102 0
208 98 0
125 216 0
60 227 0
240 171 0
220 265 0
31 283 0
149 256 0
198 273 0
9 226 0
46 71 0
104 139 0
105 131 0
98 230 0
55 238 0
16 96 0
157 188 0
112 101 0
113 256 0
