100 0
181 92 0
11 136 0
63 235 0
78 280 0
154 159 0
220 272 0
179 205 0
37 266 0
171 164 0
199 242 0
187 104 0
118 70 0
20 286 0
27 240 0
213 199 0
200 89 0
49 64 0
210 213 0
95 220 0
121 95 0
14 188 0
88 214 0
45 182 0
229 239 0
100 108 0
47 282 0
86 63 0
250 274 0
38 257 0
241 284 0
223 89 0
197 122 0
147 234 0
133 206 0
226 138 0
205 209 0
134 216 0
13 271 0
202 181 0
189 143 0
207 191 0
174 144 0
245 251 0
216 289 0
8 79 0
183 276 0
29 130 0
170 182 0
139 116 0
180 263 0
107 101 0
246 219 0
103 299 0
135 289 0
146 172 0
218 249 0
240 263 0
148 298 0
184 77 0
117 109 0
153 98 0
21 64 0
143 131 0
248 297 0
16 295 0
43 134 0
236 206 0
18 234 0
42 128 0
137 176 0
90 91 0
101 106 0
173 155 0
105 188 0
172 278 0
1 262 0
83 163 0
242 211 0
234 173 0
238 162 0
112 188 0
116 241 0
33 262 0
64 203 0
160 94 0
243 80 0
77 84 0
68 285 0
58 118 0
251 268 0
54 86 0
97 183 0
26 154 0
24 83 0
152 161 0
82 172 0
206 203 0
156 139 0
138 207 0
252 219 0
