50 0
130 189 0
81 82 0
126 105 0
203 207 0
227 263 0
208 179 0
62 166 0
46 245 0
171 273 0
58 194 0
238 245 0
152 200 0
50 149 0
162 79 0
211 114 0
158 90 0
111 191 0
98 169 0
183 80 0
184 281 0
53 78 0
240 286 0
120 277 0
212 138 0
193 61 0
7 209 0
75 137 0
69 147 0
145 163 0
201 62 0
39 299 0
48 295 0
13 119 0
41 235 0
54 229 0
242 104 0
142 152 0
105 143 0
4 145 0
215 72 0
169 93 0
76 231 0
43 204 0
123 80 0
9 184 0
110 214 0
72 266 0
161 85 0
196 160 0
180 141 0
