50 0
159 142 0
10 287 0
207 89 0
92 230 0
45 111 0
118 103 0
200 269 0
86 272 0
13 132 0
101 266 0
179 293 0
157 127 0
210 92 0
98 181 0
112 159 0
236 207 0
250 162 0
46 288 0
102 258 0
228 202 0
204 218 0
166 228 0
72 197 0
198 234 0
192 208 0
66 189 0
130 192 0
22 132 0
150 171 0
48 128 0
245 135 0
104 259 0
61 279 0
77 110 0
1 100 0
125 259 0
71 67 0
223 185 0
167 291 0
182 272 0
141 104 0
41 119 0
49 165 0
230 110 0
172 284 0
121 245 0
84 157 0
178 298 0
177 150 0
244 222 0
