50 0
190 92 0
225 173 0
233 260 0
56 142 0
39 62 0
67 148 0
144 126 0
108 173 0
68 221 0
253 70 0
45 84 0
202 204 0
180 285 0
10 111 0
57 172 0
200 232 0
80 118 0
216 249 0
235 281 0
169 109 0
222 229 0
64 208 0
123 154 0
97 154 0
18 207 0
221 258 0
197 116 0
160 178 0
204 88 0
95 293 0
149 289 0
24 84 0
16 100 0
163 109 0
124 185 0
129 205 0
237 267 0
69 78 0
20 160 0
199 108 0
228 98 0
214 287 0
7 143 0
182 295 0
99 199 0
61 160 0
161 199 0
19 140 0
113 173 0
164 77 0
