500	5	3	5	1347678813.53653	48682.5991999999
21257	13401	60200	21441	117333	
111878	2076	25755	42934	34435	
76786	63211	132649	50043	31708	
78522	15912	4336	25702	88409	
8548	106869	45501	95778	55666	
14622	3212	44247	99868	120702	
38432	3170	26413	96650	46598	
11642	25330	26383	71039	26165	
11806	97919	8939	90778	29447	
84953	14921	79285	121907	96860	
46230	20911	96957	7539	27082	
82150	83348	16202	80332	57673	
108987	54906	23908	55306	71991	
60623	8487	35393	96366	44045	
35077	106585	74346	98104	88879	
105338	46761	6797	5169	44854	
21667	67881	38814	66899	78378	
50980	21061	18581	57454	39977	
4490	77079	23027	93715	121018	
4157	32037	45775	47872	72980	
64980	80469	106893	67946	58503	
33677	60951	113873	31232	1983	
10083	80146	124560	55790	17944	
6254	12574	9804	50856	28650	
56756	27130	91834	56632	83165	
16959	20045	73596	88246	68874	
29024	67357	60966	63621	68032	
68424	86855	16249	48494	50598	
33713	69686	74105	26856	102675	
807	45968	43931	98068	66077	
33140	14296	46394	49952	20775	
29851	64165	18724	11741	89181	
33501	49200	43640	37728	32114	
26328	96877	44420	99627	133078	
24237	81971	104816	67251	9183	
86175	10932	14852	20145	46326	
3220	37198	24934	60915	45271	
27594	22572	69905	6828	59474	
24775	94819	78190	37569	47544	
105689	20678	65873	27457	72574	
4193	44485	7963	44024	14791	
70005	102466	978	76143	86951	
31589	50366	24201	91188	60018	
96124	10879	35923	51682	25412	
99150	63520	16292	44636	67726	
67790	44481	33693	74445	8653	
7114	61971	27646	17937	42145	
102553	56833	18421	38423	66801	
912	81395	24382	19486	50757	
34575	42061	7892	14481	44184	
5570	14815	2741	78318	47794	
12144	79449	21456	30906	70778	
88314	60414	91158	61318	105770	
5622	60580	17259	77918	50635	
71575	45739	39838	73824	52276	
58913	66578	23039	33400	37453	
12882	77776	79276	76747	13110	
64507	43584	24967	81573	26704	
18648	32509	18338	52891	55483	
94104	76364	75589	113811	89205	
7434	79979	43014	85213	73964	
71381	83632	76755	70707	61678	
115625	56071	7347	17984	101212	
88661	45794	33607	55560	79843	
65959	81147	59375	21083	40526	
90849	81511	16444	99056	75100	
10496	29760	64107	39143	12839	
14860	116455	43506	88881	61140	
69899	17844	146397	21298	51203	
19849	2075	105539	66263	47542	
27003	36948	43407	74169	74896	
58052	53039	83561	7013	50560	
43681	6203	9361	2423	57008	
58492	76867	30834	20884	50425	
65154	103244	76615	63337	18156	
69229	74051	48296	82496	22400	
47672	16292	95626	104578	29615	
12860	64210	85608	74799	25035	
103307	77400	44751	16937	584	
35535	98401	96550	15830	78569	
88816	55460	5756	84142	21075	
85515	72980	79650	84533	78078	
32944	84496	82895	7272	43161	
8917	56065	7136	52865	57015	
41298	57539	96677	24792	552	
2102	37033	54354	59899	61076	
80529	42125	17045	78714	48310	
3178	10119	61985	108171	60888	
70826	30037	87841	52762	67662	
8929	4302	23930	93280	6975	
22402	29680	106482	35131	65392	
47156	19848	30078	38784	28887	
50859	13423	57217	54030	54482	
55337	18786	15038	42862	59651	
35226	8412	101000	47214	50165	
24964	74385	48670	42890	37149	
41142	79730	31185	34262	92303	
59835	88965	29991	57531	80550	
46412	57314	16342	55198	30461	
66298	26580	17568	69303	64651	
8463	107894	98839	17198	87725	
73523	60536	103808	41614	4890	
79880	84145	32972	115190	31499	
4033	78235	110051	97895	45185	
85245	106125	50152	84413	74471	
4991	26062	36998	64294	25323	
31338	73373	131159	7624	83648	
765	386	88440	56497	6212	
72343	1064	82837	27712	13226	
83341	10504	97978	3607	6094	
35703	7673	21545	14904	48086	
22529	90412	4590	10524	50637	
32974	23108	82314	51916	4621	
78755	19623	48021	60654	66670	
70214	78900	101954	76725	112755	
73581	6718	81126	14569	112508	
101768	64527	42949	59171	40080	
55459	120892	53765	20514	45401	
57478	11037	13470	61464	96487	
74226	32255	57456	112480	29864	
14930	67344	86657	133143	69310	
51326	56530	41400	109316	3006	
11146	48487	51334	33424	58146	
58650	55295	14391	57697	60148	
27725	58014	77944	35183	52135	
30964	23266	31153	72894	35244	
110931	55881	14432	113317	89872	
41838	63739	35603	18671	14400	
30649	41513	45376	34750	23932	
64378	6703	16016	23780	37846	
67172	14511	67766	86123	46393	
7962	88807	9829	24713	7979	
78470	34322	72283	29075	106963	
100347	47017	36469	20361	44810	
9907	49946	96051	50994	38288	
54146	75945	37482	20206	81449	
55031	5015	28362	48178	5398	
85194	86490	31912	17294	29635	
46265	22072	62684	9475	59547	
10328	24435	73056	51714	7173	
96272	86538	17547	89663	70064	
29464	66159	40073	62153	94028	
94829	55314	29544	79125	25440	
131376	35643	73413	78420	72442	
86474	69195	144626	84627	85514	
11436	44089	66535	62986	52037	
93062	48193	45535	62960	4228	
41123	41892	27727	19893	23373	
7175	86726	32125	19086	30006	
38616	76534	100055	88192	19746	
81989	3917	45728	41689	67964	
27655	79514	22137	85480	7032	
5013	11258	21971	62403	18184	
43730	59059	89900	72737	65551	
27248	65778	78372	84596	102574	
5997	81905	6557	37026	53448	
52133	73206	5223	22938	24787	
85998	25140	47140	45915	81652	
3199	83548	96558	38482	11780	
83813	58523	85846	67942	76132	
39675	7145	59156	26778	54561	
18135	78589	69157	51765	53080	
6690	29459	47236	46454	18922	
109077	10187	8365	59519	102484	
62912	74	16436	55088	86115	
52831	29852	17333	70529	65893	
57103	29651	50396	23681	80200	
47827	38600	95709	58809	58175	
16368	57341	49055	35865	58643	
69709	33991	17409	72132	14538	
60615	66088	21994	55400	52355	
97473	22011	4559	90413	6802	
5160	58313	122130	24132	56363	
21320	29344	37642	30684	40676	
63289	3433	61608	112359	107408	
117419	41748	96432	105450	74613	
28876	103965	1232	32581	64576	
26551	3315	109359	35960	32282	
49480	5482	57080	34002	59585	
47706	31468	113294	60810	16433	
32489	71389	19497	28784	94454	
85197	60326	60561	23010	1998	
52837	61328	35410	72173	39459	
28344	48946	70885	23022	985	
80627	4328	1569	74571	2169	
13057	15763	71341	44834	18184	
24410	18877	15060	121419	113894	
73946	85664	95368	48535	18116	
5273	72218	27316	17176	91757	
92810	21818	26452	96624	9234	
86596	28388	79913	31515	33791	
87583	58951	68523	7126	57435	
34954	72066	81439	10976	19737	
17034	78345	69539	90299	38179	
22623	4415	91899	3104	63769	
29061	85325	9458	15775	33315	
13977	28144	58674	109164	87677	
34292	2841	56881	792	36587	
54062	123	98544	87397	33182	
5229	75260	17796	45556	55337	
14417	100813	49451	46327	27838	
111572	28799	68377	28529	96987	
64278	4800	43639	19149	57063	
6045	72545	56596	35766	76067	
54565	57086	48115	2005	11144	
23130	89949	81405	84781	93867	
85034	24224	30571	24622	10470	
34243	33396	3809	71862	51035	
1460	5358	204	64983	86332	
68221	8256	10424	50756	93761	
67803	3587	109727	90610	75937	
38664	27189	41344	58503	65381	
60768	75643	17257	78423	72126	
98338	61571	59952	51272	53933	
34807	32133	91125	95638	56479	
38878	93689	107007	63131	95746	
78427	93363	41881	31636	27546	
80659	41113	24378	51168	49690	
55672	15696	72629	121771	76740	
54447	44858	43323	74910	14265	
89753	83208	21508	90478	70517	
65318	47031	8382	12709	9490	
31153	24335	12569	56709	11635	
66478	3451	62539	42252	82900	
80066	20471	40063	67878	383	
61651	77743	23646	35496	33780	
56466	69802	94999	44141	54589	
50351	12488	69810	17431	72241	
60771	94138	87977	24050	91140	
18933	93995	70334	10910	21166	
60604	35046	56468	23647	95200	
18474	86550	5711	32348	75207	
