500	5	3	5	1347678813.53653	48682.5991999999
22667	14263	62730	29398	99235	
110480	2429	16505	71464	47174	
73482	66089	82255	71611	24732	
71577	20577	5203	33372	61754	
10654	97566	39877	81298	61868	
19179	2826	49550	124656	95906	
23952	3651	31228	81372	33318	
11445	23966	18359	67316	17814	
14338	78256	9008	97603	34616	
98478	23981	81652	110780	71606	
101105	16531	52314	3974	34850	
51721	73532	15034	102185	86511	
85186	61319	26846	61598	80249	
54557	6544	41130	83473	48143	
26613	119872	87365	94833	71868	
91549	49451	4067	6481	42634	
22546	80859	52101	110694	89839	
79139	32747	30101	58222	40743	
3797	81924	17905	72483	92634	
8264	47714	41333	59428	56027	
63647	72142	96204	75689	34189	
45872	58267	92885	20009	2217	
9177	97429	109770	82470	20412	
7374	9942	11817	47363	20855	
48006	20124	70988	88698	80900	
36165	19041	54293	57003	66551	
40671	51537	49047	82502	64932	
94047	76761	17222	69205	32567	
35848	52809	70314	37390	88369	
884	82873	25978	74319	66379	
27314	20237	30705	52305	20183	
31586	104670	20059	19300	84383	
53175	46121	37041	37560	37356	
28098	115980	30549	93990	100407	
46817	103558	77336	49680	9023	
118621	10103	20341	21559	53995	
3782	58495	33420	55101	60884	
28704	25928	57131	7052	97269	
39122	81634	77179	48464	24967	
96099	26381	62219	26577	86033	
3408	24384	8040	34536	11603	
80950	77184	875	85174	114374	
38283	89818	25868	69290	58872	
94751	8904	25537	55067	30125	
76759	87948	22429	51661	36508	
40687	50685	34757	88024	8170	
8361	90254	33584	16906	63119	
100622	86656	19527	39458	25228	
950	98179	20757	16696	52502	
25952	35304	7142	13670	27785	
8553	14386	1895	68466	57681	
24557	99149	26529	21535	89405	
129509	75358	68544	93955	69000	
5142	67488	17465	85591	72350	
46938	81260	16184	64924	47889	
66426	48106	37110	24015	32482	
22468	89341	105273	90999	14439	
76157	42808	45859	109185	22805	
22337	40076	25657	65130	62674	
91966	50033	80790	99656	56092	
4710	87663	42109	50616	72921	
54513	84067	98139	44937	39539	
71302	63084	6409	11949	50542	
69154	35592	37784	26346	69455	
74613	62126	60380	35407	39623	
79102	44627	15876	57327	69445	
6700	41354	48985	20775	12540	
14765	69561	27922	101389	44715	
66641	14873	145065	15839	37134	
19256	3247	102817	79135	46117	
30763	31278	42450	64697	56073	
85078	64546	90234	7392	52298	
32834	7985	10011	2792	98368	
50366	56935	23859	15766	48803	
64405	89520	62153	60692	30526	
85080	57294	57742	84929	10386	
42552	14834	74432	56252	23219	
11804	66482	86359	126704	16233	
124625	60097	33325	11365	911	
29116	103280	88185	14249	79690	
103614	109873	5210	68098	16983	
69845	59396	73576	79732	98664	
32835	100859	50214	5301	28633	
4402	90220	8548	69960	55660	
86093	30761	87173	14028	701	
2298	34207	58176	66297	58395	
78465	26259	9855	86265	59707	
3774	8043	51784	66858	64081	
59300	31258	52754	33708	69160	
16052	7329	20003	87229	9492	
38254	31275	104330	44853	57314	
73759	23352	43288	33658	10837	
52574	14590	40101	39747	56641	
47218	31989	12537	59828	61817	
57336	6823	74802	38496	52060	
19955	77333	33869	66253	34422	
40030	71263	24750	35287	76768	
63307	76691	34509	67881	105595	
100754	30955	12430	41446	38048	
87269	21910	11815	76870	41933	
3562	81360	61342	22865	77393	
64888	48032	81814	39093	3531	
88400	57268	15119	81515	37430	
3347	45895	79576	81752	49907	
69779	117708	82501	97452	41263	
8985	27512	43488	64814	17645	
35352	52521	99307	6554	77302	
529	399	91153	77335	5539	
56303	1216	84450	29272	21959	
85780	16051	70912	2783	5200	
42841	4640	22764	13872	68128	
29666	75893	4859	10441	56582	
48308	31851	63462	91864	4884	
62773	26146	16252	62908	91820	
44059	70260	98682	48540	84923	
61694	6263	90094	13144	107470	
92464	48012	28974	59225	47109	
56760	81337	46088	16550	35950	
50196	16192	5664	73722	131632	
58660	28258	99826	139134	38039	
16665	82147	75238	41978	82710	
57574	52662	31671	92545	2834	
11995	50008	58461	22031	45957	
79534	50757	11113	56680	80582	
21564	80817	50223	17447	52273	
41120	24976	39421	74263	33979	
75323	52028	24635	89265	62768	
59501	129415	44165	21036	25232	
36530	52718	52128	25936	17140	
71473	8207	12514	25760	46014	
79797	10376	44928	77192	35740	
